Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3
Oceania,Australia,Queensland,2020-10-01,0.9631293330494933,1.5,-51.934163339267165,1.0,0.02,0.01,5.0,0.11960717562336261,0.01394161672948175,0.6073045257779077,-194.26072783449195,100.0,0.2
Oceania,Australia,Tasmania,2020-10-01,0.4545733025284272,0.49561476493248147,64.21568313064944,15.0,0.31718212565767107,0.01,4.985208755970942,0.001,0.001,2.9989513251278197,-126.69855516629906,6.993796933206772,0.2
Oceania,Australia,Victoria,2020-10-01,0.24788688327954791,1.4999770926650593,-199.99973722949466,14.99987832060667,0.0837576795033714,0.01,5.0,0.06953658131084398,0.001,3.5255901243193155,79.63554344226498,4.524224347870383,0.2
North America,Canada,Alberta,2020-10-01,1.744327337920703,0.23072887159544245,-97.23314466203212,1.000362610437459,0.02,0.019366612299381976,-0.03781723103710909,0.20750651988101268,4.634336971738145,2.194983110937558,32.6388299263437,41.19971622915275,0.24022168153164625
North America,Canada,Manitoba,2020-10-01,1.331552649005078,1.4574878222724321,-3.153089323411895,1.0,0.08069986068880759,0.025610813248758007,-0.2,0.42892429762155737,0.01566362651787741,0.15144577173207,-175.6271074982369,71.04630989493708,0.5106879156755844
North America,Canada,Ontario,2020-10-01,0.877551801626441,0.19888425227980192,0.43981705670954807,9.712382850243912,0.06585200150927058,0.01343016893886155,-0.14922223061092627,1.3288216604150238,3.443679342814526,2.205078187333888,73.05192273448735,90.4805053092993,0.22997140813206726
North America,Canada,Quebec,2020-10-01,0.4590734574548343,1.4978305120884858,-191.2682064407973,1.178876913201597,0.033258010337873144,0.03287768139358569,0.07920006702587666,4.041298004001161,0.998438773919697,0.2808656059234151,104.0,98.29863352692855,0.2683272792000266
North America,Canada,Saskatchewan,2020-10-01,3.3219066477982064,1.5,-49.3491001440043,1.0,0.057613327337117014,0.010975694784513823,-0.2,1.3005127496555775,0.09808244132409734,0.32637381820924594,27.253666410639873,27.570035826155173,0.20296796421455238
North America,US,Alabama,2020-10-01,0.7247635946616395,1.3425617095703144,-26.262133118412756,1.0418043418022143,0.5,0.015106060900818142,0.16036385575213555,1.2914714799832014,0.9670731363865898,0.30732162542343955,66.07111083653953,34.76811090586391,0.23574167133926158
North America,US,Alaska,2020-10-01,2.5578936163492103,1.289790031332928,-135.2296074865101,10.935022103563849,0.033080299978654866,0.01,0.392529189785704,0.0010258983572168719,0.14438555248569976,1.1023504649613487,-122.24571690028404,100.0,1.1444251660126905
North America,US,Arizona,2020-10-01,0.9519524324267991,1.4667658677920026,-66.0223409508759,1.009691878496055,0.020334114922955282,0.023517641357780443,-0.03625860304795358,0.0013563558696062144,0.561588844084495,0.3245608880895838,82.67360889404263,100.0,1.2050351263556736
North America,US,Arkansas,2020-10-01,5.68947096551891,0.44909074383840525,-41.05743486712186,1.001440933212528,0.020045766730768143,0.2497969538038643,2.0949464042155577,0.021134147401903898,0.004194389521177131,4.247696053725354,-112.14543310044706,97.24710589996309,0.41601646634052253
North America,US,California,2020-10-01,2.8336999035002837,1.4998740718683277,-39.83337316319468,5.355842787701849,0.02,0.12763917323975127,1.4797354687545339,0.003935711530464112,0.001,1.5258865990435846,-166.8066670358303,100.0,0.5256839854793085
North America,US,Colorado,2020-10-01,1.8714906482802054,1.039670995099382,19.551093730025322,5.0239392620509005,0.02,0.17407779151545336,2.468844172851258,0.0048569682650574,0.0077568947758356824,0.3940994047719393,9.392212645832492,74.47315963837042,0.2
North America,US,Connecticut,2020-10-01,0.5560463574624854,0.43503984854843264,24.17722658379787,1.0,0.024577401177337522,0.023186293939188696,0.0018147466310098528,0.2544869014643525,0.09741382703275736,0.8536074239343651,104.0,82.09200807324422,1.2134500721515016
