Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3
Oceania,Australia,Queensland,2020-10-01,0.7730114746633565,1.5,0.41609606950476064,3.2154860921378527,0.02,0.01,5.0,0.0025616353598897175,0.162723763207734,0.22203122490501406,104.0,88.76949088848465,0.2
Oceania,Australia,Tasmania,2020-10-01,0.3208573205553032,1.0789281376185238,-199.9999410648945,14.999773527682501,0.02,0.01,4.999501143002123,0.001,0.001,4.713056724799092,-113.19161654087122,69.8117289080432,0.2
Oceania,Australia,Victoria,2020-10-01,0.23934004717351823,1.3951069346347196,-173.8475935956211,13.98195461880453,0.08379487183737239,0.01,5.0,0.06960993853152664,0.001,1.8096414450060392,76.90209941599551,7.394442499192557,0.2
North America,Canada,Alberta,2020-10-01,3.0186308774880923,0.6352452124058211,-12.002616721014578,1.9746200958522684,0.02,0.04698001028909167,0.43777688667071035,0.028511437215820553,0.017016992333176967,3.4244092050216164,-154.70159703552218,83.32760938148228,0.6980724558267469
North America,Canada,Manitoba,2020-10-01,0.9230344218997079,0.12497104832800386,35.36368819196505,1.3754351670950362,0.08407016768496668,0.025556613902072166,-0.2,1.239053517728553,1.5690890574713503,4.859464799633471,-54.30086164786024,88.92644821187753,0.2
North America,Canada,Ontario,2020-10-01,3.8470929008449875,1.5,-57.64207655430623,1.0,0.02,0.042405666193349935,0.25457217620196276,0.016177225007031525,0.004979160142518872,0.6869352229209996,-141.3934185472511,100.0,2.0
North America,Canada,Quebec,2020-10-01,5.759736917680195,1.5,-62.84697181894997,1.0,0.02,0.25,1.6547735673449326,0.003989861365917786,0.03489702044896333,0.7372137832968414,-114.09241473694595,100.0,0.4663059605507694
North America,Canada,Saskatchewan,2020-10-01,2.8573215982509246,0.5922581961691664,-188.50865268679257,3.4013245648688013,0.055500059614831086,0.0110540656995526,-0.2,0.42332306868151187,0.003337780314845136,4.212872168617951,-125.94379187140646,83.36339525139076,0.20000154211371654
North America,US,Alabama,2020-10-01,3.851409032777698,1.3966178756176535,18.856659089992725,1.0,0.063437530811323,0.050792194614866684,0.8635722225176178,0.0029202145927335393,0.001,1.7716235884309148,71.82817989449805,0.2619642031851498,0.6442328624039192
North America,US,Alaska,2020-10-01,2.6530618816673757,1.4999694010017959,0.5015121516529958,1.0,0.03920283092364711,0.01,0.4027582641974709,0.41467175230761366,0.05487341676683982,0.8754093552773629,55.577494664544005,0.48041844128457567,0.2258996332475181
North America,US,Arizona,2020-10-01,3.2096807328475996,1.5,-50.134171043297656,1.0,0.02,0.12321537053530615,0.9199122114381733,0.001,0.007159868208057462,1.1582066073410535,-108.10058850417732,100.0,0.8813216935864351
North America,US,Arkansas,2020-10-01,0.6601387284611806,1.4017741554918226,-94.69941995423267,1.1473675741009197,0.49985160377770715,0.015283267298121333,-0.02459856958773047,2.231095490732944,0.2194871632588837,0.34642469154286637,73.6511880999731,56.73299282777692,0.4253053354849271
North America,US,California,2020-10-01,1.3817660596156727,0.7339835186579371,-55.234004623634405,7.494024226185773,0.02,0.04368203668830428,0.44908311694232667,0.05773464923543012,0.7008622055646324,0.909496821390787,38.884156057367086,55.79508595797957,0.21612008768742683
North America,US,Colorado,2020-10-01,0.5849630125653538,0.34648248767587,64.66602827399834,1.0010924237973908,0.05445599750352192,0.010693461843803891,-0.2,0.00468028721509353,2.8021625111651827,4.388659399335516,88.05170360181359,1.659661233601176,0.2
North America,US,Connecticut,2020-10-01,0.800869899781824,1.4993321105017448,-18.56353030624765,1.7221462485156889,0.02,0.029069670659252637,0.06175637234074571,0.02339900133982105,2.6071135673049053,0.22600954982962734,51.07825013152258,100.0,0.2
North America,US,Delaware,2020-10-01,2.1470553626197635,1.5,-60.2701891565014,1.0,0.023588104766112335,0.22307411355731033,4.675799319661469,0.05531554550639606,0.028601669559858905,0.9078199241914112,-183.85345357313793,100.0,0.32898662674010504
North America,US,Florida,2020-10-01,0.6179275464261099,0.13743801062963373,-88.6836321212644,8.271621173900574,0.3439191955048724,0.018417860002139446,0.2813529396481847,1.5076870070224837,0.5961190527371224,4.169463982295447,82.61771229603296,100.0,0.5980295019953634
North America,US,Georgia,2020-10-01,0.4898428210821223,0.6835421451257541,-115.97026649083959,10.378867410347704,0.0233557442270898,0.11372162851761342,2.8242572586587533,3.755217179657392,0.0019542247996654906,0.8525967757062448,81.73123791285951,84.49949519403897,0.37130519446733273
North America,US,Hawaii,2020-10-01,4.431497198869042,1.5,-71.67078946341549,1.0,0.08662868067968957,0.21838404024542157,4.533982881088198,0.0010004882758145013,0.1537632296851085,0.6032897766104851,-137.4119447278361,100.0,0.2
North America,US,Idaho,2020-10-01,4.108407576760825,0.35108624190058385,-40.172600019526286,5.292796770918667,0.034725819050300824,0.03926567852342138,0.7411450268252596,0.001,0.11790211667812164,4.429681992555799,-159.5462891442504,100.0,0.6207709002268325
North America,US,Illinois,2020-10-01,1.5711895283259545,0.754758216932452,-101.6266955051724,1.0,0.029844233367673795,0.025359001003371698,0.13725123653961416,0.003275177006904197,0.3398209892278959,1.7095260410454465,-169.39455577989088,100.0,0.705281765525527
North America,US,Indiana,2020-10-01,0.5626572105194132,0.3158882603624091,83.36142829318457,1.0548157187957428,0.02,0.039264073566666065,0.37415255387025675,0.008021277742303705,2.6295073444068495,2.1441225982509007,90.05413157877933,3.4899837723604947,0.2895902757945164
North America,US,Iowa,2020-10-01,2.278010022614228,1.5,8.534128777489009,1.0,0.028838461839086588,0.01482928804147208,-0.2,0.0019874938964867454,0.009466388820420774,0.9636202406931681,98.13752946414446,9.113319978734463,1.8733561202781532
North America,US,Kansas,2020-10-01,1.5075590429919923,0.7020160805309691,-48.258725966412975,7.455310306960512,0.0200001184885002,0.018526268956066707,-0.14169064067470086,0.30077652501745233,0.055368926183734,0.7659322840767542,28.408491245426305,97.99744146726972,1.9445753273135071
North America,US,Kentucky,2020-10-01,1.27051063717908,1.0151271547168341,-41.23585845555317,10.294084931089655,0.02,0.021618775064548394,0.3238897352933267,2.037518722989804,0.8140087199581415,0.46837678618663264,41.409458059693016,100.0,0.3563012742290675
North America,US,Louisiana,2020-10-01,3.461859164950473,0.6549759503827792,-80.45471979622431,1.7463691076598344,0.030834070619670195,0.24601974252691736,2.756515114312035,0.013439857950115177,0.0032542563453270786,4.0263620911917215,-109.64697364016189,90.6964069982489,0.435324167836869
North America,US,Maine,2020-10-01,2.543158452709573,1.5,-55.97995551022474,1.0,0.06352135229251894,0.09481693421472406,1.2251507631058882,0.12641497882918362,0.023220510173545744,0.8292845021504405,-153.77271552436457,100.0,0.2
North America,US,Maryland,2020-10-01,0.30705110901845306,1.4996994185113341,-46.802578038577174,1.0,0.10266777713369074,0.011801575523862783,-0.2,1.2282317166338421,0.9020901323437713,0.20675972413994215,41.223526961632,73.01897638912531,0.20337286890472384
North America,US,Massachusetts,2020-10-01,1.1417003641904018,0.3974961947191372,-32.55754199498316,10.816547621813,0.02,0.03662790129945388,0.2007039439105675,4.797672868435956,1.63310942711241,1.4175668715409184,54.140969088349536,45.85909076816966,0.35280409214194325
North America,US,Michigan,2020-10-01,2.08187445087615,1.5,6.430937223640501,1.0,0.02,0.08007066170335041,0.6869823702963986,0.011924653865795566,0.024397116282608492,2.240326281211557,-116.42011094657084,42.139913332058185,0.44348575390194345
North America,US,Minnesota,2020-10-01,0.7708277545209974,0.15375004274814738,-11.190111260412639,8.003694584149306,0.037530521377776446,0.015852703037340612,0.12163496501621673,0.3589527695722238,0.12175054661350919,4.511621379094949,11.944019110568483,43.56812704532191,0.9285039540265996
North America,US,Mississippi,2020-10-01,0.8880645769977804,0.2988349956620302,79.25804085943817,15.0,0.0495479835685357,0.020565393232846577,0.02294135462368447,0.003415133569236468,0.1956364463160317,4.10676447985863,86.97922898122857,2.5052832910345555,1.9999719780316807
North America,US,Missouri,2020-10-01,1.1700015488507782,0.10792296214093514,95.60841408934364,1.0,0.06311493588309246,0.011243788250696815,-0.1971436214799385,0.001240443263143228,0.3943787080273315,3.063081058387073,12.507901792626683,94.48485802014216,2.0
North America,US,Montana,2020-10-01,3.3599554734446238,0.32259374475526414,-194.813813974901,1.0,0.0215332611282207,0.18386924462164844,4.81235873441154,1.678197942746812,0.5241032889862138,3.7946064703702835,-114.9058210493148,100.0,0.2003177786796652
