Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
North America,US,Arkansas,2021-08-27,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-08-28,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-08-29,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-08-30,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-08-31,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-01,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-02,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-03,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-04,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-05,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-06,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-07,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-08,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-09,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-10,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-11,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-12,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-13,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-14,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-15,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-16,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-17,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-18,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-19,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-20,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-21,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-22,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-23,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-24,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-25,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-26,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-27,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-28,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-29,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-09-30,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-01,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-02,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-03,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-04,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-05,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-06,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-07,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-08,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-09,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-10,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-11,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-12,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-13,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-14,309919,0,0,6888,5083,0
North America,US,Arkansas,2021-10-15,309919,0,0,6888,5083,0
North America,US,California,2020-10-01,822205,9084,273,273,15973,68
North America,US,California,2020-10-02,824101,10331,316,329,15982,77
North America,US,California,2020-10-03,825563,11081,345,373,15992,83
North America,US,California,2020-10-04,826778,11545,365,410,16003,86
North America,US,California,2020-10-05,827868,11860,381,442,16014,89
North America,US,California,2020-10-06,828895,12096,395,473,16026,90
North America,US,California,2020-10-07,829907,12302,407,504,16039,92
North America,US,California,2020-10-08,830926,12504,419,534,16053,93
North America,US,California,2020-10-09,831970,12717,431,565,16067,95
North America,US,California,2020-10-10,833052,12955,444,598,16081,97
North America,US,California,2020-10-11,834178,13220,458,632,16096,99
North America,US,California,2020-10-12,835354,13519,472,667,16112,101
North America,US,California,2020-10-13,836589,13855,488,704,16128,103
North America,US,California,2020-10-14,837886,14232,504,743,16144,106
North America,US,California,2020-10-15,839250,14649,522,784,16162,109
North America,US,California,2020-10-16,840687,15111,541,827,16180,113
North America,US,California,2020-10-17,842204,15621,562,872,16198,116
North America,US,California,2020-10-18,843806,16181,584,921,16218,121
North America,US,California,2020-10-19,845498,16794,608,971,16238,125
North America,US,California,2020-10-20,847288,17462,634,1025,16259,130
North America,US,California,2020-10-21,849183,18189,662,1082,16280,136
North America,US,California,2020-10-22,851190,18978,692,1142,16303,141
North America,US,California,2020-10-23,853319,19835,724,1206,16326,148
North America,US,California,2020-10-24,855575,20760,758,1274,16350,155
North America,US,California,2020-10-25,857968,21758,795,1345,16375,162
North America,US,California,2020-10-26,860512,22837,835,1422,16401,170
North America,US,California,2020-10-27,863217,24004,877,1503,16428,179
North America,US,California,2020-10-28,866097,25266,923,1589,16456,188
North America,US,California,2020-10-29,869165,26629,973,1681,16486,198
North America,US,California,2020-10-30,872433,28099,1026,1779,16516,209
North America,US,California,2020-10-31,875914,29681,1083,1884,16548,221
North America,US,California,2020-11-01,879620,31379,1144,1995,16581,234
North America,US,California,2020-11-02,883563,33198,1209,2113,16616,247
North America,US,California,2020-11-03,887757,35141,1279,2239,16652,262
North America,US,California,2020-11-04,892219,37217,1354,2373,16689,277
North America,US,California,2020-11-05,896980,39447,1433,2516,16728,294
North America,US,California,2020-11-06,902067,41850,1519,2668,16769,312
North America,US,California,2020-11-07,907501,44436,1612,2831,16812,331
North America,US,California,2020-11-08,913297,47206,1711,3005,16857,352
North America,US,California,2020-11-09,919465,50157,1816,3190,16903,374
North America,US,California,2020-11-10,926021,53290,1928,3387,16952,397
North America,US,California,2020-11-11,933010,56638,2048,3597,17003,422
North America,US,California,2020-11-12,940466,60222,2176,3820,17056,449
North America,US,California,2020-11-13,948418,64057,2313,4059,17112,477
North America,US,California,2020-11-14,956891,68149,2460,4313,17171,508
North America,US,California,2020-11-15,965903,72497,2615,4583,17232,540
North America,US,California,2020-11-16,975471,77100,2780,4871,17296,575
North America,US,California,2020-11-17,985643,81987,2955,5176,17363,611
North America,US,California,2020-11-18,996457,87180,3142,5500,17433,650
North America,US,California,2020-11-19,1007950,92693,3340,5845,17506,691
North America,US,California,2020-11-20,1020154,98539,3550,6211,17583,734
North America,US,California,2020-11-21,1033097,104723,3772,6599,17664,781
North America,US,California,2020-11-22,1046807,111247,4007,7011,17748,829
North America,US,California,2020-11-23,1061315,118120,4255,7446,17837,880
North America,US,California,2020-11-24,1076703,125407,4518,7907,17929,935
North America,US,California,2020-11-25,1092973,133079,4795,8396,18026,992
North America,US,California,2020-11-26,1110117,141099,5085,8910,18128,1052
North America,US,California,2020-11-27,1128144,149447,5389,9451,18234,1114
North America,US,California,2020-11-28,1147077,158120,5705,10019,18345,1178
North America,US,California,2020-11-29,1166954,167132,6034,10615,18461,1246
North America,US,California,2020-11-30,1187826,176515,6378,11241,18582,1315
North America,US,California,2020-12-01,1209763,186315,6738,11899,18709,1388
North America,US,California,2020-12-02,1232846,196600,7115,12592,18841,1465
North America,US,California,2020-12-03,1257081,207348,7510,13319,18979,1545
North America,US,California,2020-12-04,1282358,218410,7918,14077,19123,1628
North America,US,California,2020-12-05,1308639,229715,8336,14866,19273,1712
North America,US,California,2020-12-06,1335937,241260,8766,15684,19429,1798
North America,US,California,2020-12-07,1364324,253106,9209,16536,19592,1886
North America,US,California,2020-12-08,1393877,265322,9666,17423,19761,1977
North America,US,California,2020-12-09,1424495,277782,10134,18341,19937,2069
North America,US,California,2020-12-10,1456117,290399,10611,19290,20119,2163
North America,US,California,2020-12-11,1488713,303132,11094,20268,20308,2258
North America,US,California,2020-12-12,1522284,315978,11585,21275,20504,2354
North America,US,California,2020-12-13,1556858,328967,12083,22312,20708,2450
North America,US,California,2020-12-14,1592398,342057,12588,23378,20918,2547
North America,US,California,2020-12-15,1628779,355114,13095,24470,21135,2644
North America,US,California,2020-12-16,1665906,368037,13601,25584,21359,2740
North America,US,California,2020-12-17,1703720,380772,14104,26718,21590,2835
North America,US,California,2020-12-18,1742197,393313,14604,27872,21828,2928
North America,US,California,2020-12-19,1781353,405700,15102,29047,22073,3020
North America,US,California,2020-12-20,1821190,417967,15598,30242,22325,3111
North America,US,California,2020-12-21,1861533,429941,16087,31452,22583,3200
North America,US,California,2020-12-22,1902197,441446,16563,32672,22849,3285
North America,US,California,2020-12-23,1943057,452379,17023,33898,23120,3366
North America,US,California,2020-12-24,1984044,462704,17467,35128,23398,3443
North America,US,California,2020-12-25,2025148,472459,17893,36361,23683,3515
North America,US,California,2020-12-26,2066417,481752,18306,37599,23973,3583
North America,US,California,2020-12-27,2107844,490630,18705,38842,24268,3649
North America,US,California,2020-12-28,2149166,498848,19084,40081,24569,3710
North America,US,California,2020-12-29,2190202,506254,19437,41312,24876,3764
North America,US,California,2020-12-30,2230833,512775,19763,42531,25187,3812
North America,US,California,2020-12-31,2271001,518409,20060,43736,25503,3853
North America,US,California,2021-01-01,2310712,523227,20330,44928,25823,3888
North America,US,California,2021-01-02,2350032,527375,20576,46107,26148,3919
North America,US,California,2021-01-03,2388875,530822,20799,47273,26476,3943
North America,US,California,2021-01-04,2427036,533396,20991,48417,26807,3962
North America,US,California,2021-01-05,2464411,535046,21152,49539,27142,3973
North America,US,California,2021-01-06,2500935,535762,21280,50634,27479,3978
North America,US,California,2021-01-07,2536577,535574,21377,51704,27819,3976
North America,US,California,2021-01-08,2571342,534555,21443,52747,28160,3967
North America,US,California,2021-01-09,2605260,532802,21482,53764,28504,3954
North America,US,California,2021-01-10,2638225,530256,21492,54753,28849,3934
North America,US,California,2021-01-11,2670177,526904,21471,55712,29195,3908
North America,US,California,2021-01-12,2701089,522772,21421,56639,29541,3876
North America,US,California,2021-01-13,2730941,517891,21342,57535,29888,3839
North America,US,California,2021-01-14,2759719,512297,21235,58398,30236,3797
North America,US,California,2021-01-15,2787418,506030,21102,59229,30583,3749
North America,US,California,2021-01-16,2814035,499134,20942,60027,30929,3697
North America,US,California,2021-01-17,2839555,491632,20758,60793,31275,3641
North America,US,California,2021-01-18,2863971,483555,20549,61526,31619,3580
North America,US,California,2021-01-19,2887323,474984,20319,62226,31962,3515
North America,US,California,2021-01-20,2909634,465977,20068,62895,32304,3448
North America,US,California,2021-01-21,2930914,456574,19799,63534,32644,3377
North America,US,California,2021-01-22,2951159,446793,19511,64141,32981,3304
North America,US,California,2021-01-23,2970347,436632,19206,64717,33316,3228
North America,US,California,2021-01-24,2988475,426102,18883,65261,33649,3149
North America,US,California,2021-01-25,3005619,415307,18545,65775,33979,3068
North America,US,California,2021-01-26,3021845,404337,18195,66262,34306,2986
North America,US,California,2021-01-27,3037198,393250,17836,66722,34630,2903
North America,US,California,2021-01-28,3051698,382076,17468,67157,34951,2819
North America,US,California,2021-01-29,3065343,370813,17092,67567,35269,2735
North America,US,California,2021-01-30,3078105,359428,16706,67950,35582,2650
North America,US,California,2021-01-31,3090001,347939,16312,68306,35893,2564
North America,US,California,2021-02-01,3101132,336457,15913,68640,36199,2478
North America,US,California,2021-02-02,3111567,325057,15512,68953,36502,2393
North America,US,California,2021-02-03,3121354,313784,15110,69247,36801,2309
North America,US,California,2021-02-04,3130516,302653,14708,69522,37096,2226
North America,US,California,2021-02-05,3139052,291650,14305,69778,37386,2144
North America,US,California,2021-02-06,3146940,280732,13901,70015,37673,2063
North America,US,California,2021-02-07,3154201,269911,13497,70232,37956,1983
North America,US,California,2021-02-08,3160930,259280,13096,70434,38234,1903
North America,US,California,2021-02-09,3167180,248879,12698,70622,38508,1826
North America,US,California,2021-02-10,3172985,238732,12305,70796,38778,1751
North America,US,California,2021-02-11,3178365,228840,11917,70957,39043,1677
North America,US,California,2021-02-12,3183324,219186,11535,71106,39305,1606
North America,US,California,2021-02-13,3187853,209741,11156,71242,39562,1535
North America,US,California,2021-02-14,3192002,200538,10784,71366,39814,1467
North America,US,California,2021-02-15,3195817,191610,10418,71481,40063,1401
North America,US,California,2021-02-16,3199328,182970,10060,71586,40307,1337
North America,US,California,2021-02-17,3202556,174621,9710,71683,40547,1275
North America,US,California,2021-02-18,3205516,166555,9367,71772,40783,1215
North America,US,California,2021-02-19,3208211,158756,9032,71853,41015,1158
North America,US,California,2021-02-20,3210656,151217,8704,71926,41243,1102
North America,US,California,2021-02-21,3212883,143956,8385,71993,41466,1048
North America,US,California,2021-02-22,3214916,136977,8075,72054,41686,997
North America,US,California,2021-02-23,3216772,130279,7773,72110,41901,947
North America,US,California,2021-02-24,3218464,123857,7479,72160,42113,900
North America,US,California,2021-02-25,3219999,117698,7195,72206,42321,854
North America,US,California,2021-02-26,3221382,111788,6918,72248,42525,811
North America,US,California,2021-02-27,3222629,106127,6650,72285,42725,769
North America,US,California,2021-02-28,3223758,100716,6390,72319,42921,729
North America,US,California,2021-03-01,3224782,95551,6139,72350,43114,691
North America,US,California,2021-03-02,3225709,90626,5896,72378,43302,655
North America,US,California,2021-03-03,3226549,85933,5662,72403,43488,621
North America,US,California,2021-03-04,3227303,81458,5435,72425,43670,588
North America,US,California,2021-03-05,3227977,77191,5216,72446,43848,557
North America,US,California,2021-03-06,3228581,73130,5005,72464,44023,527
North America,US,California,2021-03-07,3229125,69270,4802,72480,44194,498
North America,US,California,2021-03-08,3229614,65604,4606,72495,44363,472
North America,US,California,2021-03-09,3230056,62125,4417,72508,44528,446
North America,US,California,2021-03-10,3230452,58824,4235,72520,44690,422
North America,US,California,2021-03-11,3230805,55691,4060,72531,44848,399
North America,US,California,2021-03-12,3231118,52719,3892,72540,45004,378
North America,US,California,2021-03-13,3231398,49901,3731,72548,45156,357
North America,US,California,2021-03-14,3231649,47234,3575,72556,45306,338
North America,US,California,2021-03-15,3231873,44710,3426,72563,45452,319
North America,US,California,2021-03-16,3232074,42323,3283,72569,45596,302
North America,US,California,2021-03-17,3232253,40064,3145,72574,45737,285
North America,US,California,2021-03-18,3232412,37928,3013,72579,45875,270
North America,US,California,2021-03-19,3232552,35907,2886,72583,46011,255
North America,US,California,2021-03-20,3232677,33998,2765,72587,46144,241
North America,US,California,2021-03-21,3232788,32195,2648,72590,46274,228
North America,US,California,2021-03-22,3232887,30492,2536,72593,46402,216
North America,US,California,2021-03-23,3232975,28884,2429,72596,46527,205
North America,US,California,2021-03-24,3233053,27367,2326,72598,46649,194
North America,US,California,2021-03-25,3233122,25934,2228,72600,46770,183
North America,US,California,2021-03-26,3233183,24581,2134,72602,46887,174
North America,US,California,2021-03-27,3233237,23305,2043,72603,47003,164
North America,US,California,2021-03-28,3233284,22101,1957,72605,47116,156
North America,US,California,2021-03-29,3233327,20965,1874,72606,47227,148
North America,US,California,2021-03-30,3233364,19894,1795,72607,47336,140
North America,US,California,2021-03-31,3233397,18884,1719,72608,47443,133
North America,US,California,2021-04-01,3233426,17930,1646,72609,47547,126
North America,US,California,2021-04-02,3233452,17031,1576,72610,47650,119
North America,US,California,2021-04-03,3233474,16182,1510,72611,47750,113
North America,US,California,2021-04-04,3233494,15382,1446,72611,47849,108
North America,US,California,2021-04-05,3233512,14627,1385,72612,47945,102
North America,US,California,2021-04-06,3233527,13915,1326,72612,48040,97
North America,US,California,2021-04-07,3233541,13244,1270,72613,48133,93
North America,US,California,2021-04-08,3233553,12610,1217,72613,48224,88
North America,US,California,2021-04-09,3233564,12011,1166,72613,48313,84
North America,US,California,2021-04-10,3233573,11447,1117,72614,48400,80
North America,US,California,2021-04-11,3233581,10913,1070,72614,48486,76
North America,US,California,2021-04-12,3233588,10410,1025,72614,48570,73
North America,US,California,2021-04-13,3233594,9935,982,72614,48652,69
North America,US,California,2021-04-14,3233600,9486,941,72614,48733,66
North America,US,California,2021-04-15,3233605,9061,902,72615,48812,63
North America,US,California,2021-04-16,3233609,8660,864,72615,48889,60
North America,US,California,2021-04-17,3233613,8281,828,72615,48965,58
North America,US,California,2021-04-18,3233616,7923,794,72615,49040,55
North America,US,California,2021-04-19,3233619,7584,761,72615,49113,53
North America,US,California,2021-04-20,3233622,7263,729,72615,49184,51
North America,US,California,2021-04-21,3233624,6959,699,72615,49254,48
North America,US,California,2021-04-22,3233626,6672,670,72615,49323,46
North America,US,California,2021-04-23,3233627,6400,642,72615,49391,45
North America,US,California,2021-04-24,3233629,6142,616,72615,49457,43
North America,US,California,2021-04-25,3233630,5897,591,72615,49521,41
North America,US,California,2021-04-26,3233631,5665,566,72615,49585,39
North America,US,California,2021-04-27,3233632,5445,543,72615,49647,38
North America,US,California,2021-04-28,3233633,5236,521,72615,49708,36
North America,US,California,2021-04-29,3233634,5038,500,72615,49768,35
North America,US,California,2021-04-30,3233635,4850,480,72615,49826,34
North America,US,California,2021-05-01,3233635,4671,460,72615,49884,33
North America,US,California,2021-05-02,3233636,4501,442,72615,49940,31
North America,US,California,2021-05-03,3233636,4339,424,72615,49995,30
North America,US,California,2021-05-04,3233637,4185,407,72615,50049,29
North America,US,California,2021-05-05,3233637,4039,390,72615,50102,28
North America,US,California,2021-05-06,3233637,3899,375,72615,50154,27
North America,US,California,2021-05-07,3233637,3766,360,72615,50205,26
North America,US,California,2021-05-08,3233638,3639,345,72616,50255,25
North America,US,California,2021-05-09,3233638,3518,332,72616,50304,25
North America,US,California,2021-05-10,3233638,3403,319,72616,50352,24
North America,US,California,2021-05-11,3233638,3292,306,72616,50399,23
North America,US,California,2021-05-12,3233638,3187,294,72616,50445,22
North America,US,California,2021-05-13,3233638,3086,282,72616,50490,22
North America,US,California,2021-05-14,3233639,2990,271,72616,50534,21
North America,US,California,2021-05-15,3233639,2897,261,72616,50578,20
North America,US,California,2021-05-16,3233639,2809,251,72616,50620,20
North America,US,California,2021-05-17,3233639,2724,241,72616,50662,19
North America,US,California,2021-05-18,3233639,2643,232,72616,50703,19
North America,US,California,2021-05-19,3233639,2565,223,72616,50743,18
North America,US,California,2021-05-20,3233639,2491,214,72616,50782,18
North America,US,California,2021-05-21,3233639,2419,206,72616,50821,17
North America,US,California,2021-05-22,3233639,2350,198,72616,50859,17
North America,US,California,2021-05-23,3233639,2284,191,72616,50895,16
North America,US,California,2021-05-24,3233639,2220,183,72616,50932,16
North America,US,California,2021-05-25,3233639,2159,176,72616,50967,15
North America,US,California,2021-05-26,3233639,2100,170,72616,51002,15
North America,US,California,2021-05-27,3233639,2043,164,72616,51036,15
North America,US,California,2021-05-28,3233639,1989,157,72616,51070,14
North America,US,California,2021-05-29,3233639,1936,152,72616,51102,14
North America,US,California,2021-05-30,3233639,1885,146,72616,51135,13
North America,US,California,2021-05-31,3233639,1836,141,72616,51166,13
North America,US,California,2021-06-01,3233639,1789,135,72616,51197,13
North America,US,California,2021-06-02,3233639,1743,130,72616,51227,12
North America,US,California,2021-06-03,3233639,1699,126,72616,51257,12
North America,US,California,2021-06-04,3233639,1656,121,72616,51286,12
North America,US,California,2021-06-05,3233639,1615,117,72616,51315,12
North America,US,California,2021-06-06,3233639,1575,113,72616,51343,11
North America,US,California,2021-06-07,3233639,1536,109,72616,51370,11
North America,US,California,2021-06-08,3233639,1499,105,72616,51397,11
North America,US,California,2021-06-09,3233639,1463,101,72616,51423,11
North America,US,California,2021-06-10,3233639,1428,97,72616,51449,10
North America,US,California,2021-06-11,3233639,1393,94,72616,51474,10
North America,US,California,2021-06-12,3233639,1360,91,72616,51499,10
North America,US,California,2021-06-13,3233639,1328,88,72616,51523,10
North America,US,California,2021-06-14,3233639,1297,84,72616,51547,9
North America,US,California,2021-06-15,3233639,1267,82,72616,51570,9
North America,US,California,2021-06-16,3233639,1238,79,72616,51593,9
North America,US,California,2021-06-17,3233639,1209,76,72616,51616,9
North America,US,California,2021-06-18,3233639,1182,73,72616,51638,9
North America,US,California,2021-06-19,3233639,1155,71,72616,51659,8
North America,US,California,2021-06-20,3233639,1128,69,72616,51680,8
North America,US,California,2021-06-21,3233639,1103,66,72616,51701,8
North America,US,California,2021-06-22,3233639,1078,64,72616,51721,8
North America,US,California,2021-06-23,3233639,1054,62,72616,51741,8
North America,US,California,2021-06-24,3233639,1031,60,72616,51761,8
North America,US,California,2021-06-25,3233639,1008,58,72616,51780,7
North America,US,California,2021-06-26,3233639,986,56,72616,51799,7
North America,US,California,2021-06-27,3233639,964,54,72616,51817,7
North America,US,California,2021-06-28,3233639,943,52,72616,51835,7
North America,US,California,2021-06-29,3233639,922,51,72616,51853,7
North America,US,California,2021-06-30,3233639,902,49,72616,51870,7
North America,US,California,2021-07-01,3233639,883,48,72616,51887,6
North America,US,California,2021-07-02,3233639,864,46,72616,51903,6
North America,US,California,2021-07-03,3233639,845,45,72616,51920,6
North America,US,California,2021-07-04,3233639,827,43,72616,51936,6
North America,US,California,2021-07-05,3233639,809,42,72616,51951,6
North America,US,California,2021-07-06,3233639,792,41,72616,51967,6
North America,US,California,2021-07-07,3233639,775,39,72616,51982,6
North America,US,California,2021-07-08,3233639,759,38,72616,51996,6
North America,US,California,2021-07-09,3233639,743,37,72616,52011,5
North America,US,California,2021-07-10,3233639,727,36,72616,52025,5
North America,US,California,2021-07-11,3233639,712,35,72616,52039,5
North America,US,California,2021-07-12,3233639,697,34,72616,52053,5
North America,US,California,2021-07-13,3233639,682,33,72616,52066,5
North America,US,California,2021-07-14,3233639,668,32,72616,52079,5
North America,US,California,2021-07-15,3233639,654,31,72616,52092,5
North America,US,California,2021-07-16,3233639,640,30,72616,52104,5
North America,US,California,2021-07-17,3233639,627,29,72616,52117,5
North America,US,California,2021-07-18,3233639,614,28,72616,52129,5
North America,US,California,2021-07-19,3233639,601,27,72616,52141,4
North America,US,California,2021-07-20,3233639,589,27,72616,52152,4
North America,US,California,2021-07-21,3233639,577,26,72616,52164,4
North America,US,California,2021-07-22,3233639,565,25,72616,52175,4
North America,US,California,2021-07-23,3233639,553,24,72616,52186,4
North America,US,California,2021-07-24,3233639,542,24,72616,52196,4
North America,US,California,2021-07-25,3233639,531,23,72616,52207,4
North America,US,California,2021-07-26,3233639,520,22,72616,52217,4
North America,US,California,2021-07-27,3233639,509,22,72616,52227,4
North America,US,California,2021-07-28,3233639,499,21,72616,52237,4
North America,US,California,2021-07-29,3233639,489,21,72616,52247,4
North America,US,California,2021-07-30,3233639,479,20,72616,52256,4
North America,US,California,2021-07-31,3233639,469,19,72616,52265,3
North America,US,California,2021-08-01,3233639,459,19,72616,52275,3
North America,US,California,2021-08-02,3233639,450,18,72616,52284,3
North America,US,California,2021-08-03,3233639,441,18,72616,52292,3
North America,US,California,2021-08-04,3233639,432,17,72616,52301,3
North America,US,California,2021-08-05,3233639,423,17,72616,52309,3
North America,US,California,2021-08-06,3233639,414,16,72616,52318,3
North America,US,California,2021-08-07,3233639,406,16,72616,52326,3
North America,US,California,2021-08-08,3233639,398,16,72616,52334,3
North America,US,California,2021-08-09,3233639,390,15,72616,52341,3
North America,US,California,2021-08-10,3233639,382,15,72616,52349,3
North America,US,California,2021-08-11,3233639,374,14,72616,52356,3
North America,US,California,2021-08-12,3233639,367,14,72616,52364,3
North America,US,California,2021-08-13,3233639,359,14,72616,52371,3
North America,US,California,2021-08-14,3233639,352,13,72616,52378,3
North America,US,California,2021-08-15,3233639,345,13,72616,52385,3
North America,US,California,2021-08-16,3233639,338,13,72616,52392,3
North America,US,California,2021-08-17,3233639,331,12,72616,52398,2
North America,US,California,2021-08-18,3233639,324,12,72616,52405,2
North America,US,California,2021-08-19,3233639,318,12,72616,52411,2
North America,US,California,2021-08-20,3233639,312,11,72616,52417,2
North America,US,California,2021-08-21,3233639,305,11,72616,52423,2
North America,US,California,2021-08-22,3233639,299,11,72616,52429,2
North America,US,California,2021-08-23,3233639,293,11,72616,52435,2
North America,US,California,2021-08-24,3233639,287,10,72616,52441,2
North America,US,California,2021-08-25,3233639,282,10,72616,52447,2
North America,US,California,2021-08-26,3233639,276,10,72616,52452,2
North America,US,California,2021-08-27,3233639,270,10,72616,52458,2
North America,US,California,2021-08-28,3233639,265,9,72616,52463,2
North America,US,California,2021-08-29,3233639,260,9,72616,52468,2
North America,US,California,2021-08-30,3233639,254,9,72616,52473,2
North America,US,California,2021-08-31,3233639,249,9,72616,52478,2
North America,US,California,2021-09-01,3233639,244,9,72616,52483,2
North America,US,California,2021-09-02,3233639,240,8,72616,52488,2
North America,US,California,2021-09-03,3233639,235,8,72616,52493,2
North America,US,California,2021-09-04,3233639,230,8,72616,52497,2
North America,US,California,2021-09-05,3233639,225,8,72616,52502,2
North America,US,California,2021-09-06,3233639,221,8,72616,52506,2
North America,US,California,2021-09-07,3233639,217,7,72616,52511,2
North America,US,California,2021-09-08,3233639,212,7,72616,52515,2
North America,US,California,2021-09-09,3233639,208,7,72616,52519,2
North America,US,California,2021-09-10,3233639,204,7,72616,52523,2
North America,US,California,2021-09-11,3233639,200,7,72616,52527,1
North America,US,California,2021-09-12,3233639,196,7,72616,52531,1
North America,US,California,2021-09-13,3233639,192,6,72616,52535,1
North America,US,California,2021-09-14,3233639,188,6,72616,52539,1
North America,US,California,2021-09-15,3233639,184,6,72616,52542,1
North America,US,California,2021-09-16,3233639,181,6,72616,52546,1
North America,US,California,2021-09-17,3233639,177,6,72616,52550,1
North America,US,California,2021-09-18,3233639,174,6,72616,52553,1
North America,US,California,2021-09-19,3233639,170,6,72616,52557,1
North America,US,California,2021-09-20,3233639,167,6,72616,52560,1
North America,US,California,2021-09-21,3233639,163,5,72616,52563,1
North America,US,California,2021-09-22,3233639,160,5,72616,52566,1
North America,US,California,2021-09-23,3233639,157,5,72616,52570,1
North America,US,California,2021-09-24,3233639,154,5,72616,52573,1
North America,US,California,2021-09-25,3233639,151,5,72616,52576,1
North America,US,California,2021-09-26,3233639,148,5,72616,52579,1
North America,US,California,2021-09-27,3233639,145,5,72616,52582,1
North America,US,California,2021-09-28,3233639,142,5,72616,52584,1
North America,US,California,2021-09-29,3233639,139,5,72616,52587,1
North America,US,California,2021-09-30,3233639,136,4,72616,52590,1
North America,US,California,2021-10-01,3233639,134,4,72616,52593,1
North America,US,California,2021-10-02,3233639,131,4,72616,52595,1
North America,US,California,2021-10-03,3233639,128,4,72616,52598,1
North America,US,California,2021-10-04,3233639,126,4,72616,52600,1
North America,US,California,2021-10-05,3233639,123,4,72616,52603,1
North America,US,California,2021-10-06,3233639,121,4,72616,52605,1
North America,US,California,2021-10-07,3233639,118,4,72616,52608,1
North America,US,California,2021-10-08,3233639,116,4,72616,52610,1
North America,US,California,2021-10-09,3233639,114,4,72616,52612,1
North America,US,California,2021-10-10,3233639,112,4,72616,52615,1
North America,US,California,2021-10-11,3233639,109,3,72616,52617,1
North America,US,California,2021-10-12,3233639,107,3,72616,52619,1
North America,US,California,2021-10-13,3233639,105,3,72616,52621,1
North America,US,California,2021-10-14,3233639,103,3,72616,52623,1
North America,US,California,2021-10-15,3233639,101,3,72616,52625,1
North America,US,Colorado,2020-10-01,71218,1489,45,45,2054,11
North America,US,Colorado,2020-10-02,72456,2585,79,82,2055,19
North America,US,Colorado,2020-10-03,73411,3336,103,110,2057,25
North America,US,Colorado,2020-10-04,74216,3892,122,135,2059,29
North America,US,Colorado,2020-10-05,74951,4345,138,157,2062,33
North America,US,Colorado,2020-10-06,75660,4743,153,178,2064,35
North America,US,Colorado,2020-10-07,76373,5119,167,199,2067,38
North America,US,Colorado,2020-10-08,77106,5490,181,221,2071,41
North America,US,Colorado,2020-10-09,77871,5865,195,244,2074,44
North America,US,Colorado,2020-10-10,78674,6255,210,268,2078,47
North America,US,Colorado,2020-10-11,79521,6660,225,294,2082,50
North America,US,Colorado,2020-10-12,80415,7084,241,321,2087,53
North America,US,Colorado,2020-10-13,81362,7532,258,349,2092,56
