Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
None,None,None,2021-02-11,21708221,1247079,63277,472584,358320,9151
None,None,None,2021-02-12,21752956,1210058,61759,473929,359625,8877
None,None,None,2021-02-13,21795868,1173705,60256,475216,360909,8608
None,None,None,2021-02-14,21837013,1138007,58760,476448,362163,8345
None,None,None,2021-02-15,21876465,1102990,57289,477629,363388,8088
None,None,None,2021-02-16,21914292,1068691,55836,478767,364587,7827
None,None,None,2021-02-17,21950587,1035147,54401,479858,365758,7581
None,None,None,2021-02-18,21985409,1002367,52990,480901,366905,7336
None,None,None,2021-02-19,22018791,970337,51603,481900,368026,7100
None,None,None,2021-02-20,22050782,939036,50233,482861,369122,6870
None,None,None,2021-02-21,22081414,908464,48882,483781,370187,6643
None,None,None,2021-02-22,22110752,878629,47560,484661,371230,6426
None,None,None,2021-02-23,22138866,849549,46251,485509,372251,6212
None,None,None,2021-02-24,22165808,821237,44977,486311,373240,6001
None,None,None,2021-02-25,22191615,793671,43727,487085,374217,5797
None,None,None,2021-02-26,22216312,766825,42498,487828,375164,5601
None,None,None,2021-02-27,22239936,740681,41292,488537,376090,5409
None,None,None,2021-02-28,22262508,715222,40109,489216,376994,5219
None,None,None,2021-03-01,22284098,690459,38951,489866,377875,5036
None,None,None,2021-03-02,22304744,666398,37816,490481,378733,4860
None,None,None,2021-03-03,22324493,643033,36707,491075,379579,4688
None,None,None,2021-03-04,22343371,620337,35625,491639,380399,4525
None,None,None,2021-03-05,22361405,598299,34560,492178,381196,4358
None,None,None,2021-03-06,22378603,576898,33518,492699,381973,4202
None,None,None,2021-03-07,22395016,556110,32513,493190,382735,4048
None,None,None,2021-03-08,22410665,535933,31517,493658,383478,3901
None,None,None,2021-03-09,22425605,516374,30551,494106,384202,3759
None,None,None,2021-03-10,22439854,497416,29606,494532,384905,3617
None,None,None,2021-03-11,22453438,479044,28681,494943,385595,3482
None,None,None,2021-03-12,22466375,461241,27783,495329,386272,3352
None,None,None,2021-03-13,22478695,443988,26908,495695,386921,3227
None,None,None,2021-03-14,22490411,427266,26053,496047,387566,3102
None,None,None,2021-03-15,22501552,411073,25217,496385,388183,2981
None,None,None,2021-03-16,22512152,395393,24410,496705,388792,2868
None,None,None,2021-03-17,22522232,380228,23614,497009,389380,2755
None,None,None,2021-03-18,22531810,365559,22847,497296,389961,2650
None,None,None,2021-03-19,22540909,351380,22096,497566,390531,2546
None,None,None,2021-03-20,22549542,337659,21366,497824,391076,2446
None,None,None,2021-03-21,22557728,324389,20655,498072,391612,2347
None,None,None,2021-03-22,22565482,311563,19963,498303,392135,2253
None,None,None,2021-03-23,22572850,299175,19289,498528,392643,2163
None,None,None,2021-03-24,22579817,287212,18638,498737,393140,2076
None,None,None,2021-03-25,22586420,275664,18008,498934,393626,1993
None,None,None,2021-03-26,22592671,264511,17391,499119,394099,1912
None,None,None,2021-03-27,22598578,253751,16787,499296,394558,1831
None,None,None,2021-03-28,22604160,243363,16213,499464,395013,1756
None,None,None,2021-03-29,22609435,233346,15646,499624,395454,1686
None,None,None,2021-03-30,22614416,223686,15096,499771,395881,1613
None,None,None,2021-03-31,22619120,214378,14567,499911,396296,1547
None,None,None,2021-04-01,22623558,205412,14049,500047,396708,1479
None,None,None,2021-04-02,22627740,196773,13551,500173,397100,1416
None,None,None,2021-04-03,22631682,188452,13064,500292,397492,1354
None,None,None,2021-04-04,22635390,180442,12597,500400,397869,1299
None,None,None,2021-04-05,22638879,172723,12139,500503,398244,1238
None,None,None,2021-04-06,22642163,165307,11697,500603,398604,1185
None,None,None,2021-04-07,22645249,158176,11271,500696,398954,1136
None,None,None,2021-04-08,22648152,151310,10859,500784,399296,1086
None,None,None,2021-04-09,22650876,144720,10460,500865,399630,1035
None,None,None,2021-04-10,22653434,138388,10070,500942,399965,990
None,None,None,2021-04-11,22655828,132301,9699,501013,400281,947
None,None,None,2021-04-12,22658075,126455,9332,501081,400594,902
None,None,None,2021-04-13,22660177,120844,8984,501144,400898,864
None,None,None,2021-04-14,22662144,115460,8646,501202,401197,823
None,None,None,2021-04-15,22663989,110288,8315,501258,401488,788
None,None,None,2021-04-16,22665714,105339,8000,501308,401771,751
None,None,None,2021-04-17,22667329,100591,7696,501358,402048,716
None,None,None,2021-04-18,22668830,96034,7409,501403,402321,681
None,None,None,2021-04-19,22670235,91670,7121,501447,402586,650
None,None,None,2021-04-20,22671541,87492,6843,501486,402846,623
None,None,None,2021-04-21,22672767,83492,6578,501522,403098,593
None,None,None,2021-04-22,22673904,79661,6324,501555,403344,564
None,None,None,2021-04-23,22674962,76001,6077,501587,403585,540
None,None,None,2021-04-24,22675948,72497,5837,501616,403822,511
None,None,None,2021-04-25,22676865,69144,5609,501645,404052,487
None,None,None,2021-04-26,22677715,65934,5388,501671,404279,465
None,None,None,2021-04-27,22678511,62876,5178,501694,404495,444
None,None,None,2021-04-28,22679242,59940,4970,501717,404714,423
None,None,None,2021-04-29,22679927,57149,4775,501737,404923,403
None,None,None,2021-04-30,22680557,54480,4585,501754,405131,386
None,None,None,2021-05-01,22681141,51928,4402,501772,405331,366
None,None,None,2021-05-02,22681682,49497,4226,501789,405527,349
None,None,None,2021-05-03,22682186,47172,4058,501804,405723,332
None,None,None,2021-05-04,22682648,44959,3892,501817,405906,318
None,None,None,2021-05-05,22683078,42855,3735,501830,406093,301
None,None,None,2021-05-06,22683473,40836,3586,501843,406274,286
None,None,None,2021-05-07,22683838,38917,3442,501854,406451,271
None,None,None,2021-05-08,22684179,37091,3298,501866,406626,259
None,None,None,2021-05-09,22684488,35348,3167,501875,406791,247
None,None,None,2021-05-10,22684772,33688,3039,501884,406954,233
None,None,None,2021-05-11,22685038,32110,2917,501890,407116,220
None,None,None,2021-05-12,22685282,30604,2800,501898,407277,209
None,None,None,2021-05-13,22685506,29172,2683,501904,407430,202
None,None,None,2021-05-14,22685712,27808,2572,501912,407577,192
None,None,None,2021-05-15,22685901,26514,2468,501917,407727,184
None,None,None,2021-05-16,22686073,25280,2368,501922,407871,176
None,None,None,2021-05-17,22686231,24102,2269,501926,408014,168
None,None,None,2021-05-18,22686380,22991,2175,501931,408154,161
None,None,None,2021-05-19,22686514,21926,2082,501936,408289,154
None,None,None,2021-05-20,22686638,20916,1998,501939,408423,147
None,None,None,2021-05-21,22686750,19960,1917,501942,408554,139
None,None,None,2021-05-22,22686852,19046,1838,501945,408684,132
None,None,None,2021-05-23,22686945,18178,1761,501947,408805,125
None,None,None,2021-05-24,22687030,17355,1688,501950,408927,119
None,None,None,2021-05-25,22687108,16569,1619,501952,409044,113
None,None,None,2021-05-26,22687179,15827,1552,501954,409165,107
None,None,None,2021-05-27,22687243,15124,1488,501957,409277,105
None,None,None,2021-05-28,22687303,14452,1425,501959,409392,97
None,None,None,2021-05-29,22687357,13810,1370,501961,409500,92
None,None,None,2021-05-30,22687406,13208,1312,501961,409607,87
None,None,None,2021-05-31,22687452,12630,1258,501963,409711,84
None,None,None,2021-06-01,22687493,12080,1208,501965,409812,82
None,None,None,2021-06-02,22687530,11560,1153,501966,409915,77
None,None,None,2021-06-03,22687565,11068,1109,501967,410016,75
None,None,None,2021-06-04,22687595,10599,1061,501969,410110,73
None,None,None,2021-06-05,22687623,10152,1016,501969,410205,69
None,None,None,2021-06-06,22687648,9725,979,501971,410297,65
None,None,None,2021-06-07,22687672,9321,938,501971,410389,64
None,None,None,2021-06-08,22687692,8941,900,501971,410479,62
None,None,None,2021-06-09,22687710,8574,862,501972,410566,60
None,None,None,2021-06-10,22687727,8225,827,501973,410647,58
None,None,None,2021-06-11,22687742,7900,792,501973,410732,54
None,None,None,2021-06-12,22687755,7585,758,501973,410815,52
None,None,None,2021-06-13,22687768,7291,729,501974,410897,50
None,None,None,2021-06-14,22687780,7004,698,501974,410971,48
None,None,None,2021-06-15,22687789,6733,674,501974,411050,46
None,None,None,2021-06-16,22687799,6475,648,501975,411123,45
None,None,None,2021-06-17,22687807,6232,616,501976,411199,43
None,None,None,2021-06-18,22687814,5999,595,501976,411273,43
None,None,None,2021-06-19,22687822,5781,569,501976,411342,41
None,None,None,2021-06-20,22687827,5567,547,501976,411413,38
None,None,None,2021-06-21,22687833,5363,522,501976,411482,38
None,None,None,2021-06-22,22687839,5172,504,501977,411545,35
None,None,None,2021-06-23,22687844,4991,482,501977,411609,33
None,None,None,2021-06-24,22687847,4816,460,501977,411674,32
None,None,None,2021-06-25,22687850,4649,440,501977,411736,31
None,None,None,2021-06-26,22687854,4486,424,501977,411797,28
None,None,None,2021-06-27,22687856,4331,409,501977,411856,27
None,None,None,2021-06-28,22687859,4187,393,501977,411915,27
None,None,None,2021-06-29,22687862,4052,378,501977,411974,27
None,None,None,2021-06-30,22687864,3918,362,501977,412030,27
None,None,None,2021-07-01,22687866,3792,343,501977,412090,23
None,None,None,2021-07-02,22687866,3670,331,501977,412144,22
None,None,None,2021-07-03,22687868,3554,318,501977,412195,22
None,None,None,2021-07-04,22687870,3443,306,501977,412246,22
None,None,None,2021-07-05,22687870,3334,296,501977,412295,21
None,None,None,2021-07-06,22687872,3233,283,501977,412345,21
None,None,None,2021-07-07,22687872,3134,272,501977,412395,21
None,None,None,2021-07-08,22687874,3039,262,501978,412441,21
None,None,None,2021-07-09,22687874,2948,251,501978,412489,18
None,None,None,2021-07-10,22687875,2861,243,501978,412534,18
None,None,None,2021-07-11,22687875,2781,233,501978,412579,18
None,None,None,2021-07-12,22687876,2699,225,501978,412624,18
None,None,None,2021-07-13,22687876,2622,216,501978,412668,18
None,None,None,2021-07-14,22687877,2545,209,501978,412710,18
None,None,None,2021-07-15,22687877,2476,201,501978,412751,18
None,None,None,2021-07-16,22687877,2407,193,501978,412792,17
None,None,None,2021-07-17,22687878,2341,187,501978,412832,16
None,None,None,2021-07-18,22687878,2280,181,501978,412872,16
None,None,None,2021-07-19,22687878,2218,172,501978,412909,15
None,None,None,2021-07-20,22687878,2159,165,501978,412946,15
None,None,None,2021-07-21,22687878,2103,156,501978,412983,14
None,None,None,2021-07-22,22687879,2048,150,501978,413016,14
None,None,None,2021-07-23,22687879,1994,141,501978,413053,14
None,None,None,2021-07-24,22687879,1944,138,501978,413086,14
None,None,None,2021-07-25,22687879,1889,134,501978,413119,13
None,None,None,2021-07-26,22687879,1841,131,501978,413154,12
None,None,None,2021-07-27,22687879,1791,128,501978,413184,12
None,None,None,2021-07-28,22687879,1751,123,501978,413217,12
None,None,None,2021-07-29,22687879,1704,119,501978,413252,12
None,None,None,2021-07-30,22687879,1662,113,501978,413281,11
None,None,None,2021-07-31,22687879,1623,110,501978,413313,9
None,None,None,2021-08-01,22687879,1583,107,501978,413343,9
None,None,None,2021-08-02,22687879,1547,104,501978,413370,9
None,None,None,2021-08-03,22687880,1508,100,501978,413395,8
None,None,None,2021-08-04,22687880,1476,96,501978,413421,8
None,None,None,2021-08-05,22687880,1437,93,501978,413448,8
None,None,None,2021-08-06,22687880,1402,86,501978,413474,8
None,None,None,2021-08-07,22687880,1371,84,501978,413502,8
None,None,None,2021-08-08,22687880,1338,82,501978,413527,8
None,None,None,2021-08-09,22687880,1308,77,501978,413550,6
None,None,None,2021-08-10,22687880,1278,75,501978,413574,6
None,None,None,2021-08-11,22687880,1249,70,501978,413597,6
None,None,None,2021-08-12,22687880,1222,68,501978,413621,6
None,None,None,2021-08-13,22687880,1195,65,501978,413644,6
None,None,None,2021-08-14,22687880,1164,64,501978,413669,6
None,None,None,2021-08-15,22687880,1139,61,501978,413690,5
None,None,None,2021-08-16,22687880,1116,60,501978,413712,5
None,None,None,2021-08-17,22687880,1088,59,501978,413732,4
None,None,None,2021-08-18,22687880,1066,57,501978,413751,3
None,None,None,2021-08-19,22687880,1040,56,501978,413771,3
None,None,None,2021-08-20,22687880,1016,54,501978,413793,3
None,None,None,2021-08-21,22687880,992,53,501978,413811,3
None,None,None,2021-08-22,22687880,970,52,501978,413831,3
None,None,None,2021-08-23,22687880,949,49,501978,413849,3
None,None,None,2021-08-24,22687880,928,47,501978,413868,3
None,None,None,2021-08-25,22687880,911,46,501978,413890,3
None,None,None,2021-08-26,22687880,890,45,501978,413906,3
None,None,None,2021-08-27,22687880,869,42,501978,413923,3
None,None,None,2021-08-28,22687880,852,40,501978,413938,2
None,None,None,2021-08-29,22687880,833,40,501978,413953,2
None,None,None,2021-08-30,22687880,815,40,501978,413971,2
None,None,None,2021-08-31,22687880,798,38,501978,413987,2
None,None,None,2021-09-01,22687880,781,37,501978,413999,2
None,None,None,2021-09-02,22687880,767,36,501978,414016,2
None,None,None,2021-09-03,22687880,750,34,501978,414031,2
None,None,None,2021-09-04,22687880,735,33,501978,414047,2
None,None,None,2021-09-05,22687880,717,33,501978,414061,2
None,None,None,2021-09-06,22687880,702,31,501978,414074,2
None,None,None,2021-09-07,22687880,686,29,501978,414086,2
None,None,None,2021-09-08,22687880,673,27,501978,414103,2
None,None,None,2021-09-09,22687880,659,27,501978,414111,2
None,None,None,2021-09-10,22687880,647,27,501978,414125,2
None,None,None,2021-09-11,22687880,633,27,501978,414141,1
None,None,None,2021-09-12,22687880,622,27,501978,414154,1
None,None,None,2021-09-13,22687880,607,23,501978,414164,1
None,None,None,2021-09-14,22687880,595,22,501978,414175,1
None,None,None,2021-09-15,22687880,581,21,501978,414188,1
None,None,None,2021-09-16,22687880,573,21,501978,414198,1
None,None,None,2021-09-17,22687880,556,21,501978,414212,1
None,None,None,2021-09-18,22687880,545,21,501978,414219,1
None,None,None,2021-09-19,22687880,534,21,501978,414234,1
None,None,None,2021-09-20,22687880,524,21,501978,414245,1
None,None,None,2021-09-21,22687880,513,20,501978,414252,1
None,None,None,2021-09-22,22687880,503,20,501978,414262,1
None,None,None,2021-09-23,22687880,495,20,501978,414273,1
None,None,None,2021-09-24,22687880,482,18,501978,414283,1
None,None,None,2021-09-25,22687880,474,18,501978,414292,1
None,None,None,2021-09-26,22687880,460,17,501978,414302,1
None,None,None,2021-09-27,22687880,453,16,501978,414309,1
None,None,None,2021-09-28,22687880,445,16,501978,414318,1
None,None,None,2021-09-29,22687880,436,16,501978,414328,1
None,None,None,2021-09-30,22687880,427,14,501978,414337,1
None,None,None,2021-10-01,22687880,418,14,501978,414344,1
None,None,None,2021-10-02,22687880,408,14,501978,414350,1
None,None,None,2021-10-03,22687880,398,14,501978,414360,1
None,None,None,2021-10-04,22687880,390,14,501978,414368,1
None,None,None,2021-10-05,22687880,382,14,501978,414375,1
None,None,None,2021-10-06,22687880,375,14,501978,414382,1
None,None,None,2021-10-07,22687880,365,14,501978,414391,1
None,None,None,2021-10-08,22687880,360,14,501978,414397,1
None,None,None,2021-10-09,22687880,351,14,501978,414403,1
None,None,None,2021-10-10,22687880,345,14,501978,414413,1
None,None,None,2021-10-11,22687880,338,12,501978,414424,1
None,None,None,2021-10-12,22687880,330,12,501978,414429,1
None,None,None,2021-10-13,22687880,323,11,501978,414434,1
None,None,None,2021-10-14,22687880,318,10,501978,414439,1
None,None,None,2021-10-15,22687880,311,10,501978,414446,1
North America,Canada,Alberta,2020-10-01,18235,1288,39,39,269,10
North America,Canada,Alberta,2020-10-02,18242,1212,37,39,270,9
North America,Canada,Alberta,2020-10-03,18250,1142,36,39,271,9
North America,Canada,Alberta,2020-10-04,18258,1077,34,39,273,8
North America,Canada,Alberta,2020-10-05,18268,1018,33,40,274,8
North America,Canada,Alberta,2020-10-06,18280,965,32,40,275,7
North America,Canada,Alberta,2020-10-07,18294,917,31,40,276,7
North America,Canada,Alberta,2020-10-08,18310,875,30,41,277,7
North America,Canada,Alberta,2020-10-09,18330,838,29,41,278,6
North America,Canada,Alberta,2020-10-10,18353,808,29,42,279,6
North America,Canada,Alberta,2020-10-11,18380,783,28,43,280,6
North America,Canada,Alberta,2020-10-12,18412,765,28,44,282,6
North America,Canada,Alberta,2020-10-13,18449,753,28,45,283,6
North America,Canada,Alberta,2020-10-14,18492,747,28,46,284,6
North America,Canada,Alberta,2020-10-15,18542,749,28,48,285,6
North America,Canada,Alberta,2020-10-16,18601,759,29,50,286,6
North America,Canada,Alberta,2020-10-17,18668,776,29,52,287,6
North America,Canada,Alberta,2020-10-18,18745,802,30,54,288,6
North America,Canada,Alberta,2020-10-19,18833,837,32,57,290,6
North America,Canada,Alberta,2020-10-20,18933,881,33,60,291,7
North America,Canada,Alberta,2020-10-21,19047,936,35,63,292,7
North America,Canada,Alberta,2020-10-22,19177,1003,37,67,294,7
North America,Canada,Alberta,2020-10-23,19323,1082,40,71,295,8
North America,Canada,Alberta,2020-10-24,19487,1173,43,76,297,9
North America,Canada,Alberta,2020-10-25,19671,1277,47,82,298,10
North America,Canada,Alberta,2020-10-26,19878,1396,51,88,300,10
North America,Canada,Alberta,2020-10-27,20109,1532,55,95,302,11
North America,Canada,Alberta,2020-10-28,20366,1684,60,103,304,13
North America,Canada,Alberta,2020-10-29,20651,1852,66,111,306,14
North America,Canada,Alberta,2020-10-30,20964,2038,72,121,308,15
North America,Canada,Alberta,2020-10-31,21310,2243,79,131,310,17
North America,Canada,Alberta,2020-11-01,21691,2469,87,142,313,18
North America,Canada,Alberta,2020-11-02,22109,2716,95,155,316,20
North America,Canada,Alberta,2020-11-03,22565,2984,105,169,319,22
North America,Canada,Alberta,2020-11-04,23060,3272,115,183,322,24
North America,Canada,Alberta,2020-11-05,23597,3582,125,199,325,27
North America,Canada,Alberta,2020-11-06,24180,3918,137,217,329,29
North America,Canada,Alberta,2020-11-07,24811,4278,149,236,333,32
North America,Canada,Alberta,2020-11-08,25489,4660,163,256,337,35
North America,Canada,Alberta,2020-11-09,26215,5064,177,278,341,38
North America,Canada,Alberta,2020-11-10,26990,5489,192,301,346,41
North America,Canada,Alberta,2020-11-11,27818,5938,207,326,351,44
North America,Canada,Alberta,2020-11-12,28703,6413,224,353,356,48
North America,Canada,Alberta,2020-11-13,29642,6910,242,381,362,52
North America,Canada,Alberta,2020-11-14,30633,7425,260,411,368,55
North America,Canada,Alberta,2020-11-15,31676,7957,279,442,374,59
North America,Canada,Alberta,2020-11-16,32772,8505,299,475,381,63
North America,Canada,Alberta,2020-11-17,33925,9073,320,509,389,68
North America,Canada,Alberta,2020-11-18,35135,9661,341,546,396,72
North America,Canada,Alberta,2020-11-19,36397,10261,363,584,404,77
North America,Canada,Alberta,2020-11-20,37707,10868,385,623,413,81
North America,Canada,Alberta,2020-11-21,39064,11480,408,663,422,86
North America,Canada,Alberta,2020-11-22,40466,12098,431,706,431,90
North America,Canada,Alberta,2020-11-23,41918,12723,455,749,441,95
North America,Canada,Alberta,2020-11-24,43417,13354,478,794,451,100
North America,Canada,Alberta,2020-11-25,44955,13982,502,840,462,104
North America,Canada,Alberta,2020-11-26,46526,14602,526,887,473,109
North America,Canada,Alberta,2020-11-27,48128,15211,550,935,484,113
North America,Canada,Alberta,2020-11-28,49759,15808,573,984,496,118
North America,Canada,Alberta,2020-11-29,51419,16396,596,1034,509,122
