Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
None,None,None,2021-02-28,22688659,750093,42292,504395,382114,5475
None,None,None,2021-03-01,22706958,720124,40945,504940,383136,5251
None,None,None,2021-03-02,22724139,691021,39624,505455,384139,5037
None,None,None,2021-03-03,22740218,662742,38330,505940,385124,4825
None,None,None,2021-03-04,22755224,635266,37062,506391,386079,4624
None,None,None,2021-03-05,22769255,608628,35819,506808,387013,4428
None,None,None,2021-03-06,22782380,582842,34609,507201,387932,4240
None,None,None,2021-03-07,22794653,557906,33426,507570,388820,4057
None,None,None,2021-03-08,22806131,533817,32278,507916,389698,3882
None,None,None,2021-03-09,22816839,510555,31156,508239,390545,3707
None,None,None,2021-03-10,22826800,488069,30062,508533,391378,3540
None,None,None,2021-03-11,22836065,466367,28994,508813,392189,3383
None,None,None,2021-03-12,22844697,445454,27956,509071,392983,3227
None,None,None,2021-03-13,22852741,425321,26950,509315,393760,3081
None,None,None,2021-03-14,22860239,405967,25970,509543,394513,2938
None,None,None,2021-03-15,22867224,387366,25025,509746,395251,2801
None,None,None,2021-03-16,22873696,369488,24101,509944,395972,2673
None,None,None,2021-03-17,22879706,352287,23209,510122,396676,2548
None,None,None,2021-03-18,22885269,335779,22341,510288,397362,2420
None,None,None,2021-03-19,22890436,319944,21500,510444,398037,2304
None,None,None,2021-03-20,22895229,304770,20682,510590,398688,2195
None,None,None,2021-03-21,22899684,290243,19903,510725,399327,2089
None,None,None,2021-03-22,22903808,276334,19140,510846,399948,1989
None,None,None,2021-03-23,22907622,263013,18406,510957,400561,1892
None,None,None,2021-03-24,22911137,250264,17689,511065,401152,1800
None,None,None,2021-03-25,22914390,238067,17005,511166,401730,1708
None,None,None,2021-03-26,22917403,226423,16338,511255,402294,1624
None,None,None,2021-03-27,22920185,215302,15700,511336,402848,1540
None,None,None,2021-03-28,22922760,204697,15080,511414,403385,1463
None,None,None,2021-03-29,22925132,194567,14485,511485,403910,1394
None,None,None,2021-03-30,22927321,184902,13909,511550,404423,1324
None,None,None,2021-03-31,22929328,175687,13351,511612,404920,1256
None,None,None,2021-04-01,22931186,166899,12816,511666,405410,1190
None,None,None,2021-04-02,22932892,158531,12299,511716,405883,1133
None,None,None,2021-04-03,22934468,150568,11802,511764,406346,1073
None,None,None,2021-04-04,22935914,142987,11326,511808,406799,1017
None,None,None,2021-04-05,22937245,135778,10870,511848,407245,967
None,None,None,2021-04-06,22938465,128911,10423,511887,407674,915
None,None,None,2021-04-07,22939588,122374,10000,511920,408094,869
None,None,None,2021-04-08,22940615,116169,9593,511953,408508,823
None,None,None,2021-04-09,22941559,110273,9199,511981,408905,778
None,None,None,2021-04-10,22942430,104671,8814,512005,409299,741
None,None,None,2021-04-11,22943222,99350,8453,512028,409679,703
None,None,None,2021-04-12,22943953,94299,8103,512050,410054,666
None,None,None,2021-04-13,22944617,89501,7770,512071,410420,632
None,None,None,2021-04-14,22945224,84952,7448,512088,410775,599
None,None,None,2021-04-15,22945781,80626,7136,512103,411120,569
None,None,None,2021-04-16,22946291,76532,6839,512120,411457,535
None,None,None,2021-04-17,22946762,72648,6553,512135,411789,512
None,None,None,2021-04-18,22947183,68963,6285,512150,412110,485
None,None,None,2021-04-19,22947575,65479,6019,512160,412430,458
None,None,None,2021-04-20,22947928,62166,5766,512171,412735,435
None,None,None,2021-04-21,22948252,59028,5526,512181,413033,413
None,None,None,2021-04-22,22948548,56058,5294,512189,413329,390
None,None,None,2021-04-23,22948813,53237,5069,512195,413615,370
None,None,None,2021-04-24,22949061,50575,4860,512205,413895,352
None,None,None,2021-04-25,22949289,48054,4652,512212,414165,335
None,None,None,2021-04-26,22949490,45661,4458,512218,414431,316
None,None,None,2021-04-27,22949670,43391,4269,512223,414691,302
None,None,None,2021-04-28,22949837,41249,4087,512228,414947,283
None,None,None,2021-04-29,22949990,39218,3916,512232,415196,270
None,None,None,2021-04-30,22950130,37299,3754,512237,415437,253
None,None,None,2021-05-01,22950258,35478,3593,512241,415675,243
None,None,None,2021-05-02,22950373,33761,3440,512244,415905,234
None,None,None,2021-05-03,22950475,32128,3294,512246,416128,220
None,None,None,2021-05-04,22950570,30584,3157,512250,416350,210
None,None,None,2021-05-05,22950652,29125,3022,512251,416564,201
None,None,None,2021-05-06,22950729,27742,2898,512252,416774,189
None,None,None,2021-05-07,22950800,26431,2776,512256,416981,181
None,None,None,2021-05-08,22950864,25190,2657,512259,417183,171
None,None,None,2021-05-09,22950922,24023,2546,512261,417381,164
None,None,None,2021-05-10,22950974,22911,2437,512262,417572,158
None,None,None,2021-05-11,22951020,21855,2337,512264,417759,148
None,None,None,2021-05-12,22951065,20860,2237,512265,417943,142
None,None,None,2021-05-13,22951102,19916,2144,512267,418122,136
None,None,None,2021-05-14,22951138,19022,2054,512267,418294,130
None,None,None,2021-05-15,22951168,18175,1966,512267,418467,121
None,None,None,2021-05-16,22951197,17374,1882,512267,418635,115
None,None,None,2021-05-17,22951223,16611,1806,512267,418797,112
None,None,None,2021-05-18,22951246,15898,1730,512267,418955,108
None,None,None,2021-05-19,22951266,15211,1656,512270,419116,103
None,None,None,2021-05-20,22951284,14561,1583,512271,419268,99
None,None,None,2021-05-21,22951302,13946,1522,512271,419417,95
None,None,None,2021-05-22,22951317,13363,1458,512271,419563,91
None,None,None,2021-05-23,22951331,12810,1393,512271,419704,88
None,None,None,2021-05-24,22951343,12288,1339,512271,419844,82
None,None,None,2021-05-25,22951356,11792,1284,512271,419978,79
None,None,None,2021-05-26,22951368,11317,1231,512271,420113,77
None,None,None,2021-05-27,22951376,10866,1179,512271,420241,72
None,None,None,2021-05-28,22951383,10440,1130,512271,420370,70
None,None,None,2021-05-29,22951391,10036,1081,512271,420495,68
None,None,None,2021-05-30,22951397,9652,1034,512271,420617,65
None,None,None,2021-05-31,22951402,9278,994,512271,420735,61
None,None,None,2021-06-01,22951409,8933,955,512271,420849,60
None,None,None,2021-06-02,22951412,8601,916,512271,420966,59
None,None,None,2021-06-03,22951417,8284,877,512272,421076,54
None,None,None,2021-06-04,22951422,7985,841,512272,421184,54
None,None,None,2021-06-05,22951427,7691,808,512272,421290,50
None,None,None,2021-06-06,22951428,7420,776,512273,421391,49
None,None,None,2021-06-07,22951431,7159,740,512274,421495,46
None,None,None,2021-06-08,22951435,6910,713,512274,421598,44
None,None,None,2021-06-09,22951435,6673,683,512274,421694,44
None,None,None,2021-06-10,22951438,6448,660,512274,421788,43
None,None,None,2021-06-11,22951440,6226,632,512274,421880,42
None,None,None,2021-06-12,22951441,6022,609,512274,421971,38
None,None,None,2021-06-13,22951443,5826,581,512274,422063,37
None,None,None,2021-06-14,22951444,5631,555,512274,422151,35
None,None,None,2021-06-15,22951444,5451,538,512274,422237,35
None,None,None,2021-06-16,22951444,5282,518,512274,422319,34
None,None,None,2021-06-17,22951448,5114,494,512274,422402,34
None,None,None,2021-06-18,22951449,4953,474,512274,422481,31
None,None,None,2021-06-19,22951449,4798,455,512275,422557,31
None,None,None,2021-06-20,22951449,4655,439,512275,422634,31
None,None,None,2021-06-21,22951450,4514,420,512275,422708,30
None,None,None,2021-06-22,22951450,4378,404,512275,422782,28
None,None,None,2021-06-23,22951450,4249,388,512275,422852,27
None,None,None,2021-06-24,22951451,4126,371,512275,422925,26
None,None,None,2021-06-25,22951452,4005,356,512275,422992,25
None,None,None,2021-06-26,22951452,3892,343,512275,423059,25
None,None,None,2021-06-27,22951453,3780,332,512275,423125,23
None,None,None,2021-06-28,22951453,3675,315,512275,423188,21
None,None,None,2021-06-29,22951453,3573,304,512275,423256,21
None,None,None,2021-06-30,22951453,3469,294,512275,423317,21
None,None,None,2021-07-01,22951453,3371,283,512275,423372,21
None,None,None,2021-07-02,22951453,3281,270,512275,423433,21
None,None,None,2021-07-03,22951453,3198,261,512275,423491,20
None,None,None,2021-07-04,22951453,3107,254,512275,423545,20
None,None,None,2021-07-05,22951453,3030,243,512275,423603,18
None,None,None,2021-07-06,22951453,2946,231,512275,423657,18
None,None,None,2021-07-07,22951453,2867,224,512275,423708,17
None,None,None,2021-07-08,22951453,2795,214,512275,423762,17
None,None,None,2021-07-09,22951453,2725,209,512275,423811,17
None,None,None,2021-07-10,22951453,2657,204,512275,423863,17
None,None,None,2021-07-11,22951453,2587,196,512275,423911,16
None,None,None,2021-07-12,22951453,2519,187,512275,423956,15
None,None,None,2021-07-13,22951453,2461,180,512275,424006,15
None,None,None,2021-07-14,22951453,2397,172,512275,424049,15
None,None,None,2021-07-15,22951453,2338,168,512275,424095,15
None,None,None,2021-07-16,22951453,2283,161,512275,424140,15
None,None,None,2021-07-17,22951453,2227,153,512275,424181,14
None,None,None,2021-07-18,22951453,2174,149,512275,424222,14
None,None,None,2021-07-19,22951453,2120,140,512275,424265,14
None,None,None,2021-07-20,22951453,2065,136,512275,424304,14
None,None,None,2021-07-21,22951453,2020,131,512275,424345,14
None,None,None,2021-07-22,22951453,1972,125,512275,424383,12
None,None,None,2021-07-23,22951453,1924,120,512275,424415,11
None,None,None,2021-07-24,22951453,1880,117,512275,424455,11
None,None,None,2021-07-25,22951453,1837,113,512275,424487,11
None,None,None,2021-07-26,22951453,1789,110,512275,424522,11
None,None,None,2021-07-27,22951453,1747,106,512275,424558,11
None,None,None,2021-07-28,22951453,1707,104,512275,424596,11
None,None,None,2021-07-29,22951454,1670,98,512275,424627,11
None,None,None,2021-07-30,22951454,1631,95,512275,424660,10
None,None,None,2021-07-31,22951454,1594,93,512275,424691,10
None,None,None,2021-08-01,22951454,1557,90,512275,424720,10
None,None,None,2021-08-02,22951454,1522,85,512275,424752,9
None,None,None,2021-08-03,22951454,1493,84,512275,424781,8
None,None,None,2021-08-04,22951454,1456,80,512275,424808,8
None,None,None,2021-08-05,22951454,1422,78,512275,424837,7
None,None,None,2021-08-06,22951454,1390,75,512275,424865,7
None,None,None,2021-08-07,22951454,1362,75,512275,424897,7
None,None,None,2021-08-08,22951454,1327,74,512275,424922,7
None,None,None,2021-08-09,22951454,1301,71,512275,424948,7
None,None,None,2021-08-10,22951454,1272,66,512275,424975,6
None,None,None,2021-08-11,22951454,1242,65,512275,424999,6
None,None,None,2021-08-12,22951454,1216,64,512275,425023,6
None,None,None,2021-08-13,22951454,1190,63,512275,425048,6
None,None,None,2021-08-14,22951454,1162,58,512275,425072,6
None,None,None,2021-08-15,22951454,1141,54,512275,425094,6
None,None,None,2021-08-16,22951454,1115,52,512275,425115,6
None,None,None,2021-08-17,22951454,1088,51,512275,425139,6
None,None,None,2021-08-18,22951454,1064,49,512275,425159,6
None,None,None,2021-08-19,22951454,1040,49,512275,425182,6
None,None,None,2021-08-20,22951454,1018,48,512275,425200,5
None,None,None,2021-08-21,22951454,997,46,512275,425223,5
None,None,None,2021-08-22,22951454,976,45,512275,425243,5
None,None,None,2021-08-23,22951454,955,41,512275,425260,5
None,None,None,2021-08-24,22951454,931,38,512275,425279,5
None,None,None,2021-08-25,22951454,912,38,512275,425299,5
None,None,None,2021-08-26,22951454,896,38,512275,425317,5
None,None,None,2021-08-27,22951454,876,36,512275,425333,4
None,None,None,2021-08-28,22951454,856,34,512275,425353,4
None,None,None,2021-08-29,22951454,838,34,512275,425371,4
None,None,None,2021-08-30,22951454,820,33,512275,425386,4
None,None,None,2021-08-31,22951454,804,32,512275,425406,4
None,None,None,2021-09-01,22951454,784,31,512275,425421,4
None,None,None,2021-09-02,22951454,769,29,512275,425436,4
None,None,None,2021-09-03,22951454,752,28,512275,425451,4
None,None,None,2021-09-04,22951454,736,28,512275,425465,4
None,None,None,2021-09-05,22951454,722,27,512275,425480,4
None,None,None,2021-09-06,22951454,707,26,512275,425494,4
None,None,None,2021-09-07,22951454,693,24,512275,425508,4
None,None,None,2021-09-08,22951454,677,24,512275,425523,4
None,None,None,2021-09-09,22951454,666,23,512275,425538,4
None,None,None,2021-09-10,22951454,650,23,512275,425550,4
None,None,None,2021-09-11,22951454,637,22,512275,425564,4
None,None,None,2021-09-12,22951454,624,22,512275,425578,4
None,None,None,2021-09-13,22951454,610,22,512275,425589,4
None,None,None,2021-09-14,22951454,598,22,512275,425600,3
None,None,None,2021-09-15,22951454,587,22,512275,425614,3
None,None,None,2021-09-16,22951454,571,22,512275,425624,3
None,None,None,2021-09-17,22951454,560,20,512275,425636,3
None,None,None,2021-09-18,22951454,552,18,512275,425648,3
None,None,None,2021-09-19,22951454,538,18,512275,425657,3
None,None,None,2021-09-20,22951454,528,17,512275,425670,3
None,None,None,2021-09-21,22951454,519,17,512275,425681,3
None,None,None,2021-09-22,22951454,505,17,512275,425690,3
None,None,None,2021-09-23,22951454,496,17,512275,425700,2
None,None,None,2021-09-24,22951454,485,16,512275,425713,2
None,None,None,2021-09-25,22951454,473,16,512275,425723,2
None,None,None,2021-09-26,22951454,462,16,512275,425731,2
None,None,None,2021-09-27,22951454,453,14,512275,425741,2
None,None,None,2021-09-28,22951454,447,14,512275,425749,2
None,None,None,2021-09-29,22951454,437,14,512275,425758,2
None,None,None,2021-09-30,22951454,425,14,512275,425766,2
None,None,None,2021-10-01,22951454,416,14,512275,425777,2
None,None,None,2021-10-02,22951454,408,11,512275,425786,2
None,None,None,2021-10-03,22951454,401,10,512275,425792,1
None,None,None,2021-10-04,22951454,391,10,512275,425800,1
None,None,None,2021-10-05,22951454,383,10,512275,425808,1
None,None,None,2021-10-06,22951454,378,10,512275,425816,1
None,None,None,2021-10-07,22951454,368,10,512275,425824,1
None,None,None,2021-10-08,22951454,359,10,512275,425834,1
None,None,None,2021-10-09,22951454,354,10,512275,425839,1
None,None,None,2021-10-10,22951454,347,10,512275,425846,1
None,None,None,2021-10-11,22951454,337,9,512275,425852,1
None,None,None,2021-10-12,22951454,332,9,512275,425860,1
None,None,None,2021-10-13,22951454,327,9,512275,425865,1
None,None,None,2021-10-14,22951454,318,7,512275,425872,1
None,None,None,2021-10-15,22951454,312,7,512275,425876,1
North America,Canada,Alberta,2020-10-01,18235,516,15,15,269,4
North America,Canada,Alberta,2020-10-02,18331,575,18,18,269,4
North America,Canada,Alberta,2020-10-03,18468,671,21,22,269,5
North America,Canada,Alberta,2020-10-04,18634,787,25,27,270,6
North America,Canada,Alberta,2020-10-05,18818,914,29,33,270,7
North America,Canada,Alberta,2020-10-06,19016,1046,34,39,271,8
North America,Canada,Alberta,2020-10-07,19227,1182,38,45,271,9
North America,Canada,Alberta,2020-10-08,19447,1318,43,52,272,10
North America,Canada,Alberta,2020-10-09,19678,1455,48,59,272,11
North America,Canada,Alberta,2020-10-10,19917,1592,53,66,273,12
North America,Canada,Alberta,2020-10-11,20167,1729,58,73,274,13
North America,Canada,Alberta,2020-10-12,20426,1867,63,81,275,14
North America,Canada,Alberta,2020-10-13,20695,2007,68,89,276,15
North America,Canada,Alberta,2020-10-14,20976,2148,73,98,277,16
North America,Canada,Alberta,2020-10-15,21268,2290,78,106,278,17
North America,Canada,Alberta,2020-10-16,21572,2435,84,116,279,18
North America,Canada,Alberta,2020-10-17,21888,2583,89,125,281,19
North America,Canada,Alberta,2020-10-18,22218,2735,95,135,282,20
North America,Canada,Alberta,2020-10-19,22562,2890,101,145,284,22
North America,Canada,Alberta,2020-10-20,22921,3050,107,156,285,23
North America,Canada,Alberta,2020-10-21,23296,3214,113,167,287,24
North America,Canada,Alberta,2020-10-22,23686,3383,120,179,289,25
North America,Canada,Alberta,2020-10-23,24094,3558,126,191,291,27
North America,Canada,Alberta,2020-10-24,24519,3738,133,204,293,28
North America,Canada,Alberta,2020-10-25,24964,3926,140,217,296,29
North America,Canada,Alberta,2020-10-26,25428,4121,148,231,298,31
North America,Canada,Alberta,2020-10-27,25913,4323,155,246,301,32
North America,Canada,Alberta,2020-10-28,26419,4533,163,261,303,34
North America,Canada,Alberta,2020-10-29,26948,4750,171,277,306,35
North America,Canada,Alberta,2020-10-30,27499,4976,180,293,309,37
North America,Canada,Alberta,2020-10-31,28074,5210,189,311,312,39
North America,Canada,Alberta,2020-11-01,28675,5454,198,329,316,41
North America,Canada,Alberta,2020-11-02,29302,5707,208,347,319,43
North America,Canada,Alberta,2020-11-03,29955,5970,217,367,323,44
North America,Canada,Alberta,2020-11-04,30636,6242,228,388,327,47
North America,Canada,Alberta,2020-11-05,31346,6525,238,409,331,49
North America,Canada,Alberta,2020-11-06,32084,6817,250,431,335,51
North America,Canada,Alberta,2020-11-07,32853,7120,261,454,340,53
North America,Canada,Alberta,2020-11-08,33653,7433,273,478,345,55
North America,Canada,Alberta,2020-11-09,34484,7757,285,503,350,58
North America,Canada,Alberta,2020-11-10,35348,8091,298,529,355,60
North America,Canada,Alberta,2020-11-11,36244,8435,311,556,360,63
North America,Canada,Alberta,2020-11-12,37174,8789,324,584,366,65
North America,Canada,Alberta,2020-11-13,38137,9152,338,613,372,68
North America,Canada,Alberta,2020-11-14,39133,9524,352,642,378,71
North America,Canada,Alberta,2020-11-15,40163,9905,367,673,385,74
North America,Canada,Alberta,2020-11-16,41228,10296,382,705,392,77
North America,Canada,Alberta,2020-11-17,42328,10695,397,738,399,80
North America,Canada,Alberta,2020-11-18,43461,11101,413,772,407,83
North America,Canada,Alberta,2020-11-19,44628,11512,428,807,414,86
North America,Canada,Alberta,2020-11-20,45827,11928,445,843,422,89
North America,Canada,Alberta,2020-11-21,47058,12350,461,880,431,92
North America,Canada,Alberta,2020-11-22,48324,12777,478,918,440,95
North America,Canada,Alberta,2020-11-23,49624,13211,494,957,449,98
North America,Canada,Alberta,2020-11-24,50953,13645,512,997,458,102
North America,Canada,Alberta,2020-11-25,52308,14075,529,1038,468,105
North America,Canada,Alberta,2020-11-26,53687,14501,545,1079,478,108
North America,Canada,Alberta,2020-11-27,55089,14921,562,1121,489,111
North America,Canada,Alberta,2020-11-28,56517,15338,579,1164,500,114
North America,Canada,Alberta,2020-11-29,57972,15756,596,1208,511,117
