region,annealing_selected,annealing_metric,tnc_metric,annealing_max_ape
"('Asia', 'Afghanistan', 'None')",False,3288.7275400052467,2659.4115872649686,0.9843953185955787
"('Europe', 'Albania', 'None')",False,1621.2678028083158,1536.008743185337,0.6666666666666666
"('Africa', 'Algeria', 'None')",False,501.6809250650223,505.33752148665775,0.37870967741935485
"('Europe', 'Andorra', 'None')",False,2996.0290666614815,3020.2578739459777,0.8356164383561644
"('Africa', 'Angola', 'None')",True,1178.097398598424,1236.809034871886,0.41646090534979424
"('North America', 'Antigua and Barbuda', 'None')",False,888.4311855272239,854.7645188605571,0.949238578680203
"('South America', 'Argentina', 'None')",False,931.0148815677102,907.8514768523506,0.6687210626185959
"('Asia', 'Armenia', 'None')",True,2328.969196319199,2391.661668228801,0.8800792864222002
"('Oceania', 'Australia', 'Australian Capital Territory')",False,1.9999999999999998,1.9999999999999998,0.16666666666666666
"('Oceania', 'Australia', 'New South Wales')",False,2743.8592760579436,1748.4482239782274,0.8888888888888888
"('Oceania', 'Australia', 'Queensland')",True,2191.7251692751693,2522.38465978466,1.3333333333333333
"('Oceania', 'Australia', 'South Australia')",False,1865.9350649350647,1526.1703590527118,0.5897435897435898
"('Oceania', 'Australia', 'Tasmania')",False,0.0,0.0,0.0
"('Oceania', 'Australia', 'Victoria')",False,1805.7154665595842,1774.67881007881,1.4615384615384615
"('Oceania', 'Australia', 'Western Australia')",False,566.6984126984128,521.8984126984127,0.42105263157894735
"('Europe', 'Austria', 'None')",False,829.6427647384949,736.3743333747288,0.3162901307966706
"('Asia', 'Azerbaijan', 'None')",True,891.9973085341647,1137.2329094224167,0.5288900833109379
"('Asia', 'Bahrain', 'None')",False,777.3743787230253,780.1421094291651,0.6928169480304535
"('Asia', 'Bangladesh', 'None')",False,2650.5016315586245,588.5288609088783,0.9929299796057104
"('North America', 'Barbados', 'None')",False,2174.7882277371186,2163.340057720247,0.7894736842105263
"('Europe', 'Belarus', 'None')",True,800.3150441453423,873.1184567509318,0.2284355315593264
"('Europe', 'Belgium', 'None')",False,1719.993365546861,1682.5601777287316,0.4948262548262548
"('North America', 'Belize', 'None')",True,3139.8130260714047,3363.3963679144713,0.9029126213592233
"('Africa', 'Benin', 'None')",False,5470.314958816202,4224.591922552247,1.9593023255813953
"('Asia', 'Bhutan', 'None')",False,1907.6589855811299,1865.8564974262763,1.6
"('South America', 'Bolivia', 'None')",False,1936.4780771635933,1918.5384276929121,0.27284826974267967
"('Europe', 'Bosnia and Herzegovina', 'None')",False,3181.011573107148,3080.9323437035314,0.3904761904761905
"('Africa', 'Botswana', 'None')",True,6368.220762309841,6697.996698699979,0.9971214738054116
"('South America', 'Brazil', 'None')",False,1187.0988249238853,1188.7414359450206,0.24394586566048876
"('Europe', 'Bulgaria', 'None')",False,2134.454758906945,1716.6758843545995,0.6092265943012212
"('Africa', 'Burkina Faso', 'None')",False,2165.8758798989475,2171.002092335886,0.7142857142857143
"('Africa', 'Burundi', 'None')",True,2721.860415112012,2817.7756782624715,1.2681564245810055
"('Africa', 'Cabo Verde', 'None')",False,1550.881957015541,1505.543811864414,0.762
"('Asia', 'Cambodia', 'None')",False,1380.4641708533088,1300.4105813871065,1.4257274119448697
"('Africa', 'Cameroon', 'None')",False,7018.995750161532,7015.636504856622,707.9
"('North America', 'Canada', 'Alberta')",True,1705.7346448604276,1816.0277758384432,0.624
"('North America', 'Canada', 'British Columbia')",False,3232.6020572299167,3153.4751547108813,0.8118640813975811
"('North America', 'Canada', 'Manitoba')",False,1426.910472939168,1209.644668325325,0.9788617886178862
"('North America', 'Canada', 'New Brunswick')",True,1934.3638540017191,2096.2623795407317,0.4959349593495935
"('North America', 'Canada', 'Newfoundland and Labrador')",True,1302.5138551676932,1903.6262852097623,0.5652173913043478
"('North America', 'Canada', 'Nova Scotia')",False,2536.7297395661176,1903.6285249367756,3.2686567164179103
"('North America', 'Canada', 'Ontario')",False,950.9111143969886,944.8934770060011,0.22459893048128343
"('North America', 'Canada', 'Quebec')",False,1037.695009560614,1029.2474949069156,0.3954457095251319
"('North America', 'Canada', 'Saskatchewan')",False,948.0333664223672,947.2770613461971,0.15105946684894053
"('Africa', 'Central African Republic', 'None')",False,3953.5254051237785,3876.8042494414235,4.9523809523809526
"('Africa', 'Chad', 'None')",False,1192.2801314181377,1184.1744647923852,0.7692307692307693
"('South America', 'Chile', 'None')",True,807.3488383437352,889.2069490758515,0.4196625849216346
"('South America', 'Colombia', 'None')",False,487.8369278668159,467.3479152833477,0.7608492304203633
"('Africa', 'Comoros', 'None')",False,2220.222110053689,1861.742407114966,0.9444444444444444
"('Africa', 'Congo (Brazzaville)', 'None')",False,6688.5359851753565,5555.425919376911,32.2
"('Africa', 'Congo (Kinshasa)', 'None')",False,2498.7873399408427,1966.5449872101544,1.2138728323699421
"('North America', 'Costa Rica', 'None')",False,3445.819091058454,3479.735005055942,2.237617554858934
"('Africa', ""Cote d'Ivoire"", 'None')",False,3128.2114517411155,3103.481346483573,2.0588235294117645
"('Europe', 'Croatia', 'None')",False,2590.451097205318,2489.275270453256,0.8688118811881188
"('North America', 'Cuba', 'None')",True,512.7398991575346,629.5318313828508,0.24068823931958158
"('Europe', 'Cyprus', 'None')",False,3358.266233679487,3365.925660539524,0.9966996699669967
"('Europe', 'Czechia', 'None')",False,1958.462067475125,1559.2844982729623,0.7429378531073446
"('Europe', 'Denmark', 'None')",False,1127.8110413679112,1117.5332008593634,0.5202336253650396
"('Africa', 'Djibouti', 'None')",False,2433.174469469978,1978.5466754256372,0.797752808988764
"('North America', 'Dominican Republic', 'None')",False,895.8643696931559,892.1883458973863,0.6209997355197038
"('South America', 'Ecuador', 'None')",True,1745.4549102902477,1793.9030859162256,0.32891633134452614
"('Africa', 'Egypt', 'None')",False,257.6910809860022,177.33855434644147,0.15463751808390933
"('North America', 'El Salvador', 'None')",False,5257.945006823648,5313.463466700492,0.8675324675324675
"('Africa', 'Equatorial Guinea', 'None')",False,5224.809666135702,3622.6414034116533,32.8
"('Europe', 'Estonia', 'None')",False,1320.270878143328,1323.633312490608,0.5298507462686567
"('Africa', 'Ethiopia', 'None')",False,1049.254616778218,878.8917403424475,0.43991416309012876
"('Europe', 'Finland', 'None')",True,1568.735052248348,1771.7852290449034,0.5455082742316785
"('Europe', 'France', 'None')",True,2391.4842810813666,2625.1800492261505,0.5762278898410308
"('Africa', 'Gabon', 'None')",False,5358.652307703124,5427.59607649927,0.7111111111111111
"('Africa', 'Gambia', 'None')",False,3967.384560599055,2789.9938099629585,1.6363636363636365
"('Asia', 'Georgia', 'None')",False,1278.8767466513552,1265.2512705427764,0.5322245322245323
"('Europe', 'Germany', 'None')",False,1435.572916682464,1422.3693603740842,0.32410919445452246
"('Africa', 'Ghana', 'None')",False,4347.307988150254,4417.77683875633,0.8038585209003215
"('Europe', 'Greece', 'None')",True,1202.3018672786213,1236.2363827545605,0.48008425890463424
"('North America', 'Guatemala', 'None')",False,2092.1461393920263,2062.6972338657165,1.335118376550169
"('Africa', 'Guinea', 'None')",False,3356.8033000733985,3378.421466223158,0.6116504854368932
"('Africa', 'Guinea-Bissau', 'None')",False,2230.542902576914,2226.062694611364,0.7916666666666666
"('South America', 'Guyana', 'None')",True,1507.1590686445352,1541.8901554675392,0.5054545454545455
"('North America', 'Haiti', 'None')",False,3964.71741200509,3905.159963527955,1.489051094890511
"('North America', 'Honduras', 'None')",False,1998.2593966184372,2016.4396990486762,0.44145833333333334
"('Europe', 'Hungary', 'None')",False,2476.9043141639195,2467.8117485093844,0.717948717948718
"('Europe', 'Iceland', 'None')",False,1348.6497514900375,1295.1503764183715,1.6470588235294117
"('Asia', 'India', 'None')",False,519.7284270416533,464.8062303859541,0.393038785777774
"('Asia', 'Indonesia', 'None')",False,435.74678239874424,433.93611697530275,0.28722574607465945
"('Asia', 'Iran', 'None')",True,633.2679885548057,688.6777112745417,0.9058252079578952
"('Asia', 'Iraq', 'None')",False,812.2987543619658,487.0544191537488,0.4807342371030843
"('Europe', 'Ireland', 'None')",True,780.9193552818313,838.8530048965821,0.2115032679738562
"('Asia', 'Israel', 'None')",True,2706.9974271531214,3275.4107810601377,3.4744525547445257
"('Europe', 'Italy', 'None')",False,1260.6988720404224,935.7609700872123,0.6164928649835346
"('Africa', 'Jamaica', 'None')",True,1139.6352437058763,1222.565024004272,0.46443514644351463
"('Asia', 'Japan', 'None')",False,1470.5069917111518,1322.5680922498618,0.7708662912105296
"('Asia', 'Jordan', 'None')",True,1916.8176875178242,2042.4968710817457,0.9788331071913161
"('Asia', 'Kazakhstan', 'None')",True,1434.861348191383,1534.4429764055926,0.4817732000403918
"('Africa', 'Kenya', 'None')",True,1409.2251373527445,1479.310836615484,0.5005798221878623
"('Asia', 'Korea, South', 'None')",True,642.1304234335632,699.7136724934605,0.30895274281643315
"('Europe', 'Kosovo', 'None')",False,5105.383646600389,5398.54061824206,211.3
"('Asia', 'Kuwait', 'None')",False,400.93153892055165,375.1122261629183,0.4162458519694128
"('Europe', 'Latvia', 'None')",True,1389.3008633812944,1420.5674540217183,0.26153846153846155
