region,annealing_selected,annealing_metric,tnc_metric,annealing_max_ape
"('Asia', 'Afghanistan', 'None')",True,3122.153782036724,3284.6588875706234,7.316770186335404
"('Europe', 'Albania', 'None')",False,2775.039345058809,2824.234515950583,0.9029126213592233
"('Africa', 'Algeria', 'None')",True,844.9522929517871,872.2583029515242,0.4395491803278688
"('Europe', 'Andorra', 'None')",False,4010.721183854281,3874.159530755911,0.745945945945946
"('Africa', 'Angola', 'None')",True,1556.4866589626884,1653.5090554751587,0.8093994778067886
"('North America', 'Antigua and Barbuda', 'None')",False,1134.9593906554292,854.7645188605572,0.949238578680203
"('South America', 'Argentina', 'None')",True,1129.3865942203865,1188.1082824225637,0.4728956356736243
"('Asia', 'Armenia', 'None')",True,1582.5162492683987,3922.0585608083293,0.32459425717852686
"('Oceania', 'Australia', 'Australian Capital Territory')",False,1.9999999999999998,1.9999999999999998,0.16666666666666666
"('Oceania', 'Australia', 'New South Wales')",False,3049.327803026876,2480.463288616115,0.8888888888888888
"('Oceania', 'Australia', 'Queensland')",True,2917.7562715062713,2979.2850760350757,1.2
"('Oceania', 'Australia', 'South Australia')",False,2349.0432900432897,1908.1941685765214,0.75
"('Oceania', 'Australia', 'Tasmania')",False,0.0,0.0,0.0
"('Oceania', 'Australia', 'Victoria')",False,2420.430217005217,2239.6386988828167,1.4615384615384615
"('Oceania', 'Australia', 'Western Australia')",False,736.0603174603175,629.8984126984126,0.5172413793103449
"('Europe', 'Austria', 'None')",False,1876.7989450542173,1876.2733669023153,0.8790476190476191
"('Asia', 'Azerbaijan', 'None')",False,1400.186513708732,1284.8316939398026,0.47702230583176564
"('Asia', 'Bahrain', 'None')",False,1356.21173199333,1161.151438073996,0.8604766633565045
"('Asia', 'Bangladesh', 'None')",False,1321.1970047776822,733.1107174512811,0.9963290278721958
"('North America', 'Barbados', 'None')",True,2589.7815491892634,3429.6834731124422,0.765625
"('Europe', 'Belarus', 'None')",True,1100.315292071637,1124.937613168091,0.40022657387926847
"('Europe', 'Belgium', 'None')",True,2808.4823556387837,3129.559617254111,1.126199953172559
"('North America', 'Belize', 'None')",False,3839.0022647021137,3887.1683498304856,0.9019607843137255
"('Africa', 'Benin', 'None')",False,6858.74172219387,4463.76433634535,1.8895348837209303
"('Asia', 'Bhutan', 'None')",True,2403.886580007199,2553.452914003058,0.8
"('South America', 'Bolivia', 'None')",False,2650.6130969482333,2669.5165392836047,0.29412209698161734
"('Europe', 'Bosnia and Herzegovina', 'None')",False,4456.927130838814,4451.595801334191,0.8636363636363636
"('Africa', 'Botswana', 'None')",False,8139.148530681862,7924.153849472128,2.151817533856023
"('South America', 'Brazil', 'None')",True,1491.862227038453,1532.6302754146873,0.3374970402009896
"('Europe', 'Bulgaria', 'None')",False,2985.1375701727125,2204.623739637005,0.7275590551181103
"('Africa', 'Burkina Faso', 'None')",False,2762.9715505343665,2802.8007936345875,0.9655172413793104
"('Africa', 'Burundi', 'None')",True,3574.4889931047114,3677.747747039615,1.2344827586206897
"('Africa', 'Cabo Verde', 'None')",True,1781.1034616262639,2286.1246183322637,0.864
"('Asia', 'Cambodia', 'None')",False,1755.9381996803563,1740.9617492299917,0.8055130168453293
"('Africa', 'Cameroon', 'None')",False,8147.60160338532,8647.990201696677,666.0
"('North America', 'Canada', 'Alberta')",True,2633.466051864357,2696.119107864408,1.221698113207547
"('North America', 'Canada', 'British Columbia')",False,4370.938685577727,4117.654695672517,0.8180072950662315
"('North America', 'Canada', 'Manitoba')",False,1880.5591641142182,1430.3964556623162,0.806697108066971
"('North America', 'Canada', 'New Brunswick')",False,2096.2792442068976,2082.030520668386,0.59375
"('North America', 'Canada', 'Newfoundland and Labrador')",False,1808.6302549193601,1763.217593960048,0.9090909090909091
"('North America', 'Canada', 'Nova Scotia')",False,2184.973164720597,2211.8219889509237,0.8070175438596491
"('North America', 'Canada', 'Ontario')",True,1229.9544141378926,1375.1990439784115,0.6369667450453477
"('North America', 'Canada', 'Quebec')",True,1141.25704576688,1327.5382315444513,0.49282296650717705
"('North America', 'Canada', 'Saskatchewan')",False,1284.7238214995714,1305.3018433882457,0.4135135135135135
"('Africa', 'Central African Republic', 'None')",False,4948.901839420642,3876.8042494414235,8.095238095238095
"('Africa', 'Chad', 'None')",False,1361.2959863692236,1357.1077981257183,0.5625
"('South America', 'Chile', 'None')",False,961.3185639500834,979.3225619236968,0.21896845929432487
"('South America', 'Colombia', 'None')",False,939.3848706047579,904.2752093309792,0.36635640953940796
"('Africa', 'Comoros', 'None')",False,2842.7399619987855,2476.1515513523714,1.0
