region,annealing_selected,annealing_metric,tnc_metric,annealing_max_ape
"('Asia', 'Afghanistan', 'None')",True,355.778823287379,387.9217800850865,0.4756756756756757
"('Europe', 'Albania', 'None')",True,221.18179064671483,275.52595174257414,0.13169502205419029
"('Africa', 'Algeria', 'None')",False,169.5511137837401,165.20082213038592,0.3058510638297872
"('Europe', 'Andorra', 'None')",True,436.01717907919516,516.3275160742162,0.2808988764044944
"('Africa', 'Angola', 'None')",False,307.21026630858677,311.8536204234301,0.3724279835390947
"('North America', 'Antigua and Barbuda', 'None')",True,743.2643050122385,872.3193097350293,0.4
"('South America', 'Argentina', 'None')",False,247.65070201626844,237.96909850419877,0.24625156502885762
"('Asia', 'Armenia', 'None')",True,334.15861198064414,369.09686832675476,0.1359654386175447
"('Oceania', 'Australia', 'Australian Capital Territory')",False,1.9999999999999998,1.9999999999999998,0.16666666666666666
"('Oceania', 'Australia', 'New South Wales')",True,547.1303947170819,573.3960754244035,0.68
"('Oceania', 'Australia', 'Queensland')",False,859.7241248947131,836.5095799625211,1.2272727272727273
"('Oceania', 'Australia', 'South Australia')",False,639.5231729055258,607.3322638146167,0.6666666666666666
"('Oceania', 'Australia', 'Tasmania')",False,0.0,0.0,0.0
"('Oceania', 'Australia', 'Victoria')",True,365.4,402.79999999999995,0.42857142857142855
"('Oceania', 'Australia', 'Western Australia')",True,481.94126984126984,547.8317460317461,0.2962962962962963
"('Europe', 'Austria', 'None')",False,146.21091282672936,149.02235432468237,0.10466912201496971
"('Asia', 'Azerbaijan', 'None')",False,415.6163966322741,209.76301006886297,0.9961365099806826
"('Asia', 'Bahrain', 'None')",True,125.08797501125605,161.56702219194258,0.1454686892259821
"('Asia', 'Bangladesh', 'None')",False,241.7020151672319,195.33940482386316,0.7738953093133922
"('North America', 'Barbados', 'None')",True,678.6817177797744,797.1380507620272,0.625
"('Europe', 'Belarus', 'None')",False,195.2305168117266,198.09556161396247,0.11162999550965425
"('Europe', 'Belgium', 'None')",False,338.9971478530664,330.3267199322852,0.31612595069258187
"('North America', 'Belize', 'None')",True,1053.678909074516,1090.6642494797543,1.380952380952381
"('Africa', 'Benin', 'None')",False,1987.3681292775343,1985.4878722284839,1.872093023255814
"('Asia', 'Bhutan', 'None')",True,513.3031799191016,542.8745846171994,0.4166666666666667
"('South America', 'Bolivia', 'None')",True,612.7870620191462,637.3142459305877,0.31881454872025144
"('Europe', 'Bosnia and Herzegovina', 'None')",True,1008.1966056018263,1076.8623160187697,0.33965896589658967
"('Africa', 'Botswana', 'None')",False,1970.7133501579226,1988.928857193723,1.2366357804704204
"('South America', 'Brazil', 'None')",True,375.1211769807046,401.13464985407165,0.16354255753980304
"('Europe', 'Bulgaria', 'None')",True,584.2220576465551,604.7518080984777,0.20257826887661143
"('Africa', 'Burkina Faso', 'None')",True,853.7293344089329,1234.0624321075027,0.47058823529411764
"('Africa', 'Burundi', 'None')",True,949.6154480062846,1019.6502203031433,0.6827586206896552
"('Africa', 'Cabo Verde', 'None')",False,436.078812967766,440.78553734706617,0.29224137931034483
"('Asia', 'Cambodia', 'None')",False,589.8854052059356,580.7541868535292,1.4670750382848392
"('Africa', 'Cameroon', 'None')",False,2172.79518338855,2175.1533469130773,707.1
"('North America', 'Canada', 'Alberta')",True,209.70058165491463,235.5119776089478,0.43397799266422143
"('North America', 'Canada', 'British Columbia')",False,893.1300864432762,900.0654386302375,0.85544250335957
"('North America', 'Canada', 'Manitoba')",False,312.32229795248037,288.4542440493867,0.5248538011695907
"('North America', 'Canada', 'New Brunswick')",True,508.00535077790863,716.207481143744,0.7586206896551724
"('North America', 'Canada', 'Newfoundland and Labrador')",True,400.1596398770311,867.0617794486216,0.5652173913043478
"('North America', 'Canada', 'Nova Scotia')",False,497.8895767719177,429.46582994889974,1.4477611940298507
"('North America', 'Canada', 'Ontario')",False,192.02413088327359,176.7809946882503,0.31662084209391345
"('North America', 'Canada', 'Quebec')",False,143.02684226849718,136.88921609738594,0.28228269925020827
"('North America', 'Canada', 'Saskatchewan')",True,213.75826096637704,222.581306565133,0.16814764183185235
"('Africa', 'Central African Republic', 'None')",False,1561.5186145498565,1569.164500394261,5.238095238095238
"('Africa', 'Chad', 'None')",True,519.9242161670755,669.464278159654,0.578125
"('South America', 'Chile', 'None')",False,197.88268046311734,199.79250596045762,0.08197906126747476
"('South America', 'Colombia', 'None')",False,123.05700221575874,117.370996660102,0.2802517078148474
"('Africa', 'Comoros', 'None')",True,873.5367454183244,969.3795901895157,0.7777777777777778
"('Africa', 'Congo (Brazzaville)', 'None')",False,2088.7383652667745,2095.4967394347696,37.6
